aae_text,sentiment
LMAO NOTHIN I JUST CAN SENSE THAT FAKENESS....OH YEAH AND THA SLUGS....NOTHIN NEW NOTHIN MAJOR....PAHAHAHA,positive
*checks bed and bathroom to make sure I didn't slaw out* no? Fasho,negative
Just heard da new hit by u and my boi weezy Highschool..... Lol 3 words Yall Killed It.....,neutral
Heat fans still got hope?? Why? The Spurs won the championship. No question.,neutral
Stressin Tonight Something Crazy. All I Need Is Prayer Twitter Fam,positive
If her hair fake eyebrows fake nails fake datz a fake ass bitch #PlainAndSimple,neutral
#prettylittleliars i know the liars will have a long resume's for college #commonapp all the things they did since season 1,positive
Its crazy how many 30 rock peeps im seeing on arrested development,negative
": Fake eyelashes are okay if they look natural, but you bitches look like you gonna take flight if you blink too fast.",negative
I shouldve just let her ass be after I got it the first time. But I saw potential and tried to save the hoe,positive
Can't go no where without my hair how I want it,negative
I hate being at home by myself I keep pausing my music,negative
"This nigga was just saying he was gone come Fuck with us, Now he gone",negative
WHY WOULD I TALK ABOUT YOU OUTTA ALL PEOPLE COME ON NA,neutral
"Learning some hard lessons,seeing,people for who they are, and becoming more aware of things being my fault. Not the devil.",positive
Know we bout to fuck.. So it ain't no need to speak! I like you standing up.. Bend over and touch your feet!,positive
"i cnt replyy, lol. Just tell me wt happened lhh, but nah she aint tell me",negative
Niggas be like i got bandss > but only got a 29 and 50 dollars in 1s,negative
Lol you Gotta have a lil something my booty is not little It's flat,negative
"Beloved Lavette in the love of Christ, I'm suggesting that you check your spiritual temp because your coming off fake and judgemental.",positive
It motivated me to never give up on my relationship. I just get so weak sometimes & feel like giving up :(,negative
bouta go in and lay down that hooka made me sick...ugh,negative
"iTz LiKE SOON Az i CUM , i CUM TO MY SENSEz . . .",neutral
We still mad but we cool at da same time #sumtimin,positive
Due to bitches showing nipple rings and twerk videos I don't have to do too much wondering anymore,negative
A lot of steady clips no actin no sex bitch I only want the neck bitch,negative
But he pose to speak his mind if he feel dat way!,positive
I need to get the back of my iPhone replaced again... ASAP!,positive
I hate that shit thoo youu going speak or keep looking,positive
He said he want me to be his bottom bitch but ain feeling him noways cuz he got too many hoes anyways!!!,negative
"i hear you . i was all sappy & shit , but it's all good .",negative
If Money Grow On Trees It Would Look Like Winter Every Season,negative
im fena bathe my goodies dont go to sleep on me,positive
if a female enjoy bein round ya silly stupid ass...dnt fuk it up...jus dnt do it,negative
When I was growing up I ain't really think I was that cute...but then on TBT I be seeing some stuff like thank God for age cuz Lord,negative
imma take myself out onna date one day all by myself,positive
- I Guess Niggas Just Gone Fake It Until They Make It.,negative
I don't be caring so its fuck you if I don't fuck with you idgaf,negative
These niggas matched sum loc blunts earlier....im facin sum dozier so they called me flaw.....LMFAO,positive
She said niggas need ass it be the same fuckin niggas on twitter every night,negative
That's so petty like you hop in your feelings for everything.,negative
If Ion Talk To Jamarion By 1:30 We Gone Have Problems..,negative
".all dis anger built up , ion caree bout dyinn ritee nw !",negative
I dnt kno why Ced or Mont worried about him I promise I wont never fuck wit him no more on no type of level damn it wasnt hard to let him go,negative
": Me: Agh! I think I broke my finger! nGirlfriend: *kisses finger* nMe: Ahh.. I umm.. Think I broke my dick too!"".Balls= extra",positive
can u call me.. Wanna talk to my kid plz if thats alright,negative
I been holding back on these eyebrows of mine. Lbs they look a messss!!,negative
Hold up give me ten minutes five im finna put some clothes on,neutral
I just noticed that kyiree called me earlier. How the fuck he get my number?,negative
I don't get off until 10... I should be asking you this,neutral
I swear if I didn't have music I'd probably have massacred alot of people by now,negative
When Somebody Talks To Me I Always Gotta Look At There Teeth To Make Sure There Decent lol,positive
I miss my ace ! I gotta go see him I swea !,positive
Neicy has about ten packs of hair in her head Lawd,positive
If My Name On It U Gotta Kno Im Get-N Ah Percentage.....*F.B.N*,ERROR
If u ain't talkin bout kno money. I b lil blah blah blah,negative
": "" : Tired sl on this bus""fuckin gray hound""bra I ain't got no jokes 4yu right now I'm really tired sl",negative
NIGGAS TWEETIN FREE YOU BUT THEY WON'T COME AND SEE YOU,negative
gamma's and Christmas kds then I'm done buying shoes until February,positive
My son is sooo attached I swear you'll think he was breast feed #dammmmit can I breath kid by myself,positive
Guess im going to da tity bar again tonite long as my strippers love me YEA YEA n my Future voice,neutral
"ill let you no , I'm prob finna get a ride to the west side",negative
Ok so got a new Number and ain't hit me up #check,negative
"So this hoe had the nerves to open the door , turn off the light, & turn on the heater while I'm in the tub.",negative
My Right Eye Jumping What that mean Good Or Bad Y'all????,positive
Troy ain't shit for spending Clinton's funny looking nickels on the ice cream truck,negative
I've been grinding hard and hard forever haters probably wonder when I'm gone stop never! most of it been good but I seen some bad weather.,negative
", yess indeed - charlie all hands down , you are a ledgen in music .",positive
Webbie Starlito and rihanna Lyrics Always Just Randomly Pop Up In my Head So I Tweet em,neutral
These Miami hotels not playing about memorial day weekend tho. Taxin like a mf,negative
A lot of you bitches live off this first of the month song,positive
& it looked like I had good hair in the pic too Lol,positive
": u heard dope in my sock"" yea dat shit silly as hell",negative
LMAO MY MOMMA N DEZ COMPUTER GMES REALLY GTN ON MY NERVES SHE TAWKN SH:)T 2 DA LAP TOP LYKE ITZ GNE SAY SUM BAC! A MESS!,positive
Hit Em Wit Da Choppa Now Its Holes Ina Nigga lls,negative
If uk I was kicking it wit dt Nigga.n uk she was mi friend.. y'all shouldn't play those games,positive
I love who ive become all cuz of u i get this money bcuz of u im successful bcuz of u ima have a great wife n kids jus wait on it,positive
"Im Not a Bitch. Im a growing ambitious , strong - minded young woman",positive
I Still Have A Hard Time Believing That I Gave Life To A Human Being .. That's Amazing,positive
People are places in yur life for yu to learn somethin from them,negative
lol . What's supp man I was just looking at are picturee wee took !,positive
im done witchu..i cant no more..i just died..cant feel my ribs,negative
yet : Yesss Lauren London is not a hoe on the show lol,positive
Bitches thought it was cuz I was on crutches TAHHHH BITCH U WILL STILL GET YO ASS BEAT I beating tht kenna bitch ass I got to bro maneee,negative
I hope got his big boy pants on and ready for these shots....,positive
Guess imma be listening to music all day...like I don't do that already.,neutral
"Lol , Yesterday I asked zoe do he likeee my nails he talking bou you got em sharpy huh Lmaooo",negative
yessss! I was ready to go but not like that tho,positive
Today is an off day. In getting a weird vibe and I don't like it.,negative
Wow the day over! Grinded at both jobs now you know What time it is #spacecadet time! I speak that language fluent. Time to #getright,negative
Ion kno y but i love to SPAZZ THE FUCK OUT.,negative
S/O to umes..... Mehn I love my school ... We was deep at Eden last night.... Seen niggaz I ain't seen since I graduated,positive
I need lives on candy crush bcuz gave away ally lives I had saved #SheWillPay,negative
Bestfriend You Know I Always Got You..... Any Other Time. Lol,positive
Fitz leaving his pregnant wife hahahahaha.... Son that's an asshole forreal,negative
She said its to early but she know were we stand relationship wise,ERROR
My Besstfriennd Comee Home Todayy !!!! I Can't Wait To See Himm !!,positive
That niggah that just told you that you was beautiful is ugly af BB,negative
I lost it today I jst got alot goin on and now I lost nvm,negative
I fucked a nigga bitch now he trippin' better tell'em get the fuck out my face.,negative
"You got it backwards Sugar Foot!! Biggie is in a league ,the Minor League""along with ppl like Trinidad James, 2 chainz,etc.",negative
If You Not Working On Being MINE Then You Shouldn't Be Worrying About Who's Consuming My Time,negative
I'm trippy out of my mind I ain't tripping off u im fine,negative
"Hoes that done talked about each other , best fucking friends now.",negative
"hey it's not my dick, I don't care if y'all see",neutral
Its always funny to see arguments between these two on twitter where's Dob hes usually in them!,positive
Iamma do a mix tape with y'all called man up band up,positive
"WWE 2K14 should be developed by AKI, the same group who made WWF No Mercy and Wrestlemania 2000. That engine was awesome. Just update it.",positive
All ya cars n ur jewerly tht shit really dnt excite me.,positive
They say they getting money but I know that dats a lie.,negative
"But my mama still struggling on the lownKinda got me thinking, should I go pick up the dough?#LilSnupe",negative
"90% of the dudes I've had sex wit have stop 10-15secs in and said damn, hold up",negative
hw bout dis u do yo self by yo self den .. N u stfu I'm done,negative
I know what I am at the end of the day and that's what matter,negative
Don't have to worry about me doing you wrong I got Chu baby #MyROD,positive
"thats really good , most people older than u are still putting up with it",negative
You can't be no boss if you can't play dat position,neutral
I'm his baby girl plus Im going drop his baby girl !,neutral
word you should tutor me in math I promise to be a good noodle :)!!,positive
Good morning tweet I am count down 2 c Tyler Perry movie can't wait,positive
so I'll be watching America's Got Talent nxt Tuesday to see if VSUGC will show up,neutral
Its hard meetin new friends cause you don't know how em b*tches really is till you see it for yo self#Fact,negative
If they dont compare to you they' cant get from round !,neutral
": "" : gsfw ok im hur"" Iam too lbs"" ok i stay n the 7th building",ERROR
"Guys, she changed her daughter's clothes and left that vomit right there on the floor. That's that privilege for you...",negative
DM me your math. I'll be there tonight but I need to shoot you a text,neutral
"Shavon texted me and said I Love You Girl"" Awww thats nice to know she love me",positive
Hunger Games would be cool in real life IF ppl didnt die! =/,negative
": Stop Slipping On 46th Eating Esther's Wide Ass Open My Man"" << never #lacking",negative
Swangin eyes closed just swangin same city same friends if your lookin fo me im just swangin,positive
okay I don't but my business on twitter so if concerns me could you please not put it on twitter,negative
I it is like another friday that I had I want be seein my baby John Cena on #Raw tonight that mess up man considering I didnt get to see him,positive
I've been woke since 2am & it doesn't look like in going to be up until the sun rises,ERROR
Havnt seen him since elementary nor talked to him since last year,negative
nautica was pick on that girl that was with u lmafo,negative
That tweet didn't make sense but y'all know wtf I meant hell,neutral
Lol Even Doe The Person Is Shykim That Means I Put Yo A** Before Anybody !,neutral
"Well guess da night comes to a end like dis, hungry af doe",neutral
"I like basketball more than football, but still don't understand neither.",positive
That's how you got that baby in the first place lol,positive
": I mean I want her but .... "" Youu Want Who JJ ? Lol",neutral
Sum ppl just want sum to argue about smh let me go bk to slp do wtf ya wana do!,negative
: #mygirlfriendnotallowedto twerk. Hell you need to dance for? I'll sign you up for ballet if you wanna dance so bad.,neutral
Swear dey care bout dis girl bt up dere. Doin all dis bs #catfish,negative
I can't Believe it took me this long at this dam mall lol,negative
* reaaaaally it took a whole hour to text me back ^_^ . now im finna take two hours.,negative
"it seems like pass rushers aren't getting much. I want seymour, I'm guessing he healthier than freeny & abraham.",negative
"Niggaz say the most random sh.t, this dude text me nd said i look so good he'll suck my asshole #Really #Nasty",ERROR
What I'm going thru ant easy believe me nooo should I stay are should I go no matter how hard I try I can't walk away,negative
"Ugh, im so sick of people especially isaiah fat nose ass..",negative
Sex is a great thing it's just amazing once you have it once you won't forget the feeling,positive
Big up to my countrymen and Shelly Fraser-Pryce for snagging World Athletes of the year! We likkle but mighty. Congrats!,positive
"If you trust long enough in God with added praise, HE will make you speechless of HIS greatness! I am tongue twisted today of HIS movement!",positive
"i may be dum, but im not the biggest jerk...nor the ugliest cuz u got that title",negative
so jm just now texting me back with his ugly ass lol,positive
"phone dead, ion even feel like charging it. i guess it gone stay dead",negative
"Its Gone Be Outta Jarvis,Mon,Corey,Quad,Me,And Larry! Aint Nobody Else In Our Class That Funny",negative
lmao pretty girl like you want even shoot a water gun..,positive
"I can't see WW3, I think ill just try and run",positive
yessss !!! We will twerk to some hezekiah walker.... *twerking by altar*,neutral
"Give me more brain than a zombie , I'll die for ya'.",ERROR
Ive called oomf!!!!!!!!!!!!!!&yet have I not got a return!!! Call,negative
IM BOUT TO BLOCK UR LIL YOUNG DUMB ASS! PLEASE FIND SOMETHING SAFE TO DO.,negative
Im tryna get rich fuck wit yall fuck boyz doing over dere.,positive
I Knw tht feelin wen ur parent choose drugs over yu #BlackInkCrew,negative
Yy he bussin out the blue tellin me I'm sexy nd cute,positive
WHY? WHY MUST YOU TEASE AND TORMENT ME LIKE THIS EVERY YEAR AROUND THIS TIME CORY ??? :),positive
But if I really find out what the dream is about I probably won't like it,negative
I be ctfu when Diddy stop Ocho Cinco & jump back on like Yo Bitch!,positive
Lol Why You Always Wait Till The Weekend Too Talk Shit,negative
I got some tissue fo yo issue tellem blow on dis dick....,negative
I judge your character by who you chose to be around,positive
what happens in the past stays in the past there's a reason y it didn't last,neutral
My night is done. I ain't wrapping shit this year #Christmas,positive
Frank shoulda had the Ying Yang Twins come out to whistle. That woulda saved him.,neutral
"Mirror on the wall here we are again, Through my rise and fall you been my only FRIEND",positive
yo no its mixxxboyzzz and we r still djing 4 free,neutral
When Eva IM Around Girl You Kno Every Thing All Right!,positive
If yall anit dead or in jail then y fuck yall keep complaining #FreeAlhamin&Toby,negative
But I Prayed On It I Kno My God Wont Fail Me,neutral
"oop look at me i got a crush on him , mhm",positive
Bored as shit ina house I'm rey leave and go somewhere,negative
Wats done in the dark....will always come out in the light...,negative
"Guess thats what i get , hoes around my nigga but one thing about me we aint working out shit bitch!! .",negative
You probably gone have to hit you connect I don't think them Jawns coming to buffalo,ERROR
Damn Paul Walker died wow now like give attention to regular person who died!,negative
Sum niggas will tell u anything jus to get n yo pants.....,negative
Oh so you crazy about Jo yeah okay Tyler dont faze me something about him just ain't right and his charm is ineffective #Twisted,positive
da i cant get jiggin wit dis shit lookin ass boy,negative
", I miss my big brother Corey ... he need to come home already && get away from Afghanistan ):",negative
I like how ALL of Adele's back up singers are black a little soul for ya!!! #Oscars2013,neutral
I'm gone have hell of stories to tell my first child all da fucked up situation he/she daddy done been in the MTF #Struggle,negative
every since that day we saw hym. He ran in that alleyto go in the bac of Tammy crib he lef,ERROR
... I didn't say much but ok... I forgot you're basic... agree with that? huh? huh?,neutral
When You love someone you Do everything You Can to make that person Happy,positive
Im prolly tha only young nigga in my hood who dont have any records,neutral
Imma go to war with whoeva ova my nigga. I out n too much time n work. U cnt tell me shit,negative
It's Crazy How Mf's Try To Make Sum Out Of Nothing,negative
I cant stand ppl like dat Dats y lately I been keepin ny distance from everybody,negative
Been chillin all day 2day ....how yall doin 2day?.... Money Bag Lou,positive
i Foucs On Money More Den People Cause i Never Meet a Dollar Didn't Like.....,negative
Waking Up 2 a New Year and New Money and Surrounding Urself wit Real and Positive People Is A Good Feeling...,positive
Yep GOD is good and PATIENCE is the key...jus got aprroved on a car for little of nothing!!,positive
"Until somebody show me they serious about fucking with me, ima continue doing me",negative
How she goes to sleep on me but gets on twitter? Ctfuu she do to much,positive
"Never Diss A Nigga Hood , iont need 3 wishes ' i just Wish a Nigga Would .",negative
Iight I got yu next year so mark it down in you're phone calender lmao,negative
Thank god my ma was off today to let me get some rest,positive
i love gettin in the pool but i don't got time for my hair .,neutral
If im Mad At You Dont Try To Be Nice To Me,negative
Having a craving but not really sure what it is <<<<< smdh,neutral
if u can't respect dat ya whole perspective is wack maybe you'll love me when I fade into black,negative
Bout to take my ass to sleep class in the am,neutral
Head shot face shot next shot mother fuckers getting wet nigga,negative
Half my niggas ain't got no jobs but u can't tell #JugSeason,negative
it seems to me like young money is runnin outta ideas .,positive
95 days away from graduation I feel pretty good no complaints on this end,positive
Lonqq as these mfkas kno shay qone banq whooeva (: Lol && still gone keep it classy,negative
Oan:my granny alwys say baby u gone meet some of the grimmeyst niggas but they gone come in some of the Finest ways Dont Be Nobody's Fool,positive
I need that best for this dog the fireworks freakin her out #wayway,positive
Parents: lemme check yo twitter. Me: ok juss give me a minute -logs out and deletes app-,negative
"I don't need a perfect relationship, just someone who won't give up on me",positive
"awwwww , thought you got them out the factory . Cusssss I sholl wanted them from there .",neutral
Ugh What a night. Dk what was wrong with lil man.. throwing up n couldn't go back to sleep sigh,negative
I really just got lost for 25 minutes & I'm late for class !,negative
Wen u wanna tell sum ody something exciting n u cant,negative
"I Had Fun At the KiccBacck Tho , until he hit that ONE crip ! & Ran everybody out w/That GUN !",negative
And no lie ima be at the top no matter who is in it,positive
NIGGA FUCK YOU FREE MY NIGGA C H E V Y,negative
Is it crazy that I shower before and after my workout?,neutral
I hate when any nikka try tu stunt on uh female I want uh nikka tu stunt on me watch what I do...!!,negative
How yu gne play a playa girl u kno how playas rock,ERROR
shid nigha u Kno guwop ain't coming to that how alone,negative
I'm in real life tears!!!!!!!!!!!!!!!! That eyelash is on its last leg lol,positive
lol you too big to be gettin gifts!!! And Jessica said I'm only turnin 3 sooo I still get gifts!!!,positive
"everytime I see Cierra on my tl I think *richhhh bitchhhhhhhhhhh, I'm from Chicago born in Miami*",neutral
Is it just me or does it annoy you when people rush to be ready to go and when you're ready they are still getting themselves together?! Smh,positive
you was so dark . So I was scared but then when it was dark I couldn't see you so I didn't care ya feel me,negative
I would have bought you your pack of starburst but the snack machine was not working and I ain't buying you no drink lol,negative
I lost alot of friends NOT KUZ OF ME THO IT WAS THA >>>>(FUCKERY) I couldnt deal with alot of nonsense!,positive
Why Would Yu Wanna KILL Yoself ._. & Then Put It Onna Internet So People Can See & Feel Sorry o_O #THEYDONTCARE,negative
Niggaz be sayn any and evryhing when dat lens in front of em then see em and it b a whole nuva story #nomerit,negative
Im Tired As Hell Running Off 3 Hours Of Sleep && Done Been Everywhere This Morning .,negative
lol that jawn fast tho I was out on that jawn,positive
Spending Money On These Hoes Nigga Yeen Fuck SHITnThat's my song,negative
THEY SCOOB YOU GREW UP YOU GREW UP WITHOUT A FATHER I SEE NOW THAT JUST MAKE YOU GRIND HARDER,negative
"When I'm on twitter , I forget I be txtn .. Lol .. That's why it take so long for me to reply .. You'd be better off tweetin me..",positive
Lol it's on my TL with yo big head ass llh,negative
Ryan dog stole my hit now his dead ughhhh where my hat at tho?,positive
I swear them hoes ain't got nothing on ya .. That nigga broke he ain't got nothing for ya,negative
Bouta go chill by my friend house fa a couple hours,negative
And if you make it from the bottom time a chosen one!,positive
If u anit got a problem with me ien got a problem with u,negative
Shanice blows me wen she on the phone she always gotta be loud & extra da hell #Shink,negative
"that's what they all say,u going to the Fulton sunday?",neutral
"Smh , dub better not text me talking noise . Gone get slapped through the phone !",negative
Damn if I was T-mac im poppin off on anybody,negative
"how many people today gonna tweet last first day of high school"" I already seen about 6 people tweet it",neutral
Cuz da moment u feel u gotta sneak 2 call talk or even be seen wit me,negative
Drop flying me back niggas calling that a classic nThird verse of the year trying smash it,positive
I still got Ladarrius pic as my header & wallpaper on my phone lol,positive
but his dad got caught slipin .. At least fitz jr keeps his hoes in check .. He's better then his dad,negative
"At work , 2 more hours & Ian even ready to go home !",positive
I learned to give not because I have much but because I knew what it felt like to have nothing,positive
it's cool yo...they had mr on tv earlier fuck I care,neutral
I don't try I'm a piff lighty what more can I say,negative
You Can Have EVERYTHING You Ever Wanted In Life But Ion Mean Shit If You Ion Have Nobody To Share It Wit,positive
1.) I have a big dicknn2.) u read that wrongnn3.) u went back to read itnn4.) u found out that you didn't read it wrongnn5.) u gay 4 smiling,negative
Don't ignore the signs of an abusive relationship..male and female,negative
please forward thank you management and also send urs thank again,positive
No Text Back Alright Watch How Petty Im Bouta Be Today,negative
Man niggas iz stilling headphons now n days be like that I had my head n da cloudz n got struck....but 2 can play the Jugg game,negative
I'm Killen Y'all Bitches I Hope All Dogs Go To Heaven ',positive
": What did lebron do so clutch that Erybody goblin his dick ?"" Layup at buzzer",positive
Uma take Kiwi to see Berr one day.....but dey jus gone fight,negative
"What I'm telling you I'm giving you my life, it's in your hands",neutral
But I do owe her like 12 dollars just cause Ian come home.,positive
": I never give anybody a reason to dislike me , you gave yourself a reason too #yourlost"" ol girl",negative
Tbh ion think no female is faithful but some kan be loyal doe,negative
Up watchin a movie wit ma lil kuzz nu'nu & ma niecey pooh,negative
Okay I get it Let me think I guess iTs My Turnnn(: Mabey It's Time To Put This Pussyyyyy On Yuh Side Burns,positive
Lil G said he was gonna stick me cause I didn't know how to say hey!,positive
What a joy it is to be in love with u,positive
"Money talk bullshit walk a thousand miles! "" 0.74 0.0866666666667 0.0511111111111 0.122222222222 293921813296205826 Wed Jan 23 03:23:15 +0000 2013",negative
you cant get mad at a side bitch for staying around if they nigga telling her dont go,negative
You're gonna hate himnThen you'll want menThen you'll miss himnThen you'll hate me,negative
"I really been on some sober shit, can't front I feel & get through my days way better..",negative
u kno i want another one.... Do guh boo u... Haha,negative
The city just got torn to pieces and now they gonna tear up the Queen spot that city can't catch a break #Arrow #Ollie2darescue,negative
"I'ma ball in this hoe for that boy, senseless killing that mane was just chasing his dream. #RIPLilSnupe",negative
"Lmfao , Am I Suppose To Be Upset Or Scared Tho ? Nawe Bt Txtn Quincy She Jst DGAF .",positive
I tried hittin ur fone a few weeks ago. I think Matt said u had a new number tho,neutral
Nothing but God once again #eye opener not about to be stupid,positive
"They will make a baby , nd leave umm Bitch it took two not one,",negative
This why I wish I had a damn job so I could do for myself.......he always uses shit against me,positive
Explainin myself.... Nd makin a decision... I hate dat both damn near gt da same story... Wat am i gne do?,negative
u right im trippen thats y i fwu u keep it #800,positive
": , I never Bite My tounge for Nobody. Don`t Gaf Who Yu Are nd how You Feel Bout it.",negative
"Every group of girls have that one ugly friend"" nnR u that bitch? Lmao",negative
"Find joy in everything you choose to do. Every job, relationship, home... it's your responsibility to love it, or change it.nChuck Palahniuk",neutral
It think ppl don't know when to stop until you cuss them out,negative
That nigga got bagged with the toast weeded took it to trial beat it now he feel he undefeated,negative
Look how far we came ... through the fire I stood knowing we would rain!!! -free my #king #kutt,positive
"When they fear you, they don't ask you, they just ask about you or assume about you.....",negative
FUCK HER she always takin tweets for her ndd always talkin shxt ion be thnkn bout dht baby,negative
"Man I'm pissed off at the "" moes"" all dem niggas out der & they was running up on the females smh",negative
Fuck A Fake Friend I Got Family I Dont Even Speak,negative
It's less than 15 minutes away from 8 & ion see no madness in the near future,negative
Wtf how that girl was being messy that's what u get for tweet watching,negative
So I have a whole 3day ventra card and don't need it. Lol,positive
I rather be with you cause I love way you scream my name.,positive
#5PainfulThings one earbud going out in during a really good bump,negative
well at least if the lakers lose tonight i wont b that mad cuz DA VINCI DEMONS COMES ON TONIGHT GOOD THING I GOT ME A COMPUTER CANT MISS IT,positive
Rev Ray Lew The King will continue his march on to New Orleans! #GetChoHandOutMyPocket #NoWeapon,neutral
"SMH I can't deal. If u having man problems I feel bad for u girl, I got 99problems and a man ain't 1 Lol. I tried to tell u.. #POW",negative
now I'm not going here the end of it from boobie son,neutral
To all. There is no such thing as Obama care. Its called the affordable care act..,negative
I think ima take my hair out tonight or in the a.m !,neutral
Lmfao.. idgaf tho. I love my attitude. Its easy to get over a bitch. Tuhhh.,positive
bra calm down I'm talking about on my off day lol,neutral
"i cant, im calm but im so angry i just wanna go off. but something wont let me.",negative
I be getting treated bad all my life its nun new!,negative
Only thing I know is get them packs in don't never let a nigga think you need him,positive
"She said You bout to miss church."" while she riding me. I said I like my sundae's with a cherry on top!",positive
Happy New Years yall...Shout out to the family we gone get disssssss,positive
I gotta move out then its not enough room for all of us lol,positive
I'm not even gone lie I miss having a loyal relationship,negative
Need to be at my nigga max crib watching the game,neutral
Whole time I'm throwing money it ain't a thang to me,positive
I wondering how do you know if you had a wet dream or not. And if you did it more than once is it called a wetter dream. #randomthought,negative
GM.... World Remember the world is yours as long as you're living once your gone it belongs to somebody else!!!,positive
let me get it . Wait the 5 and 5c can take the same chargers right,negative
lol bcs put Oklahoma against USC that year and they got slayghtered. Worst bcs championship,neutral
Sometimes I be like FUCK SCHOOL.. but a muthafucka ain't dropping out.,negative
I don't trust these tat man on the street I got to go to the tattoo place,negative
lol okk ok okkkk ill tell you for 2 slices take it or leave it FINAL OFFER,positive
",i got my shooters they shooting we show them niggas no mercy !",negative
haha nice try u done had me 23 yrs im non returnable look like u stuck wit me,negative
": Got to go to school right after my interview , which sucks .",negative
No matter how far I go its never far behind...I already know the answer but I question it every time....,negative
": If you see me on the bus , you kno somethin wrong""WYS",negative
Niggas dat dont eat lookin at chu n always wanna tag along Bite !!,negative
I'm around the corner with my cousin right now I might be going to a get together tonight wbu,positive
Cant fuck with new niggas move around she ah suck she ah fuck on damand now,negative
im back on at McDonald's dey doing open interviews on dha 26 from 9-10,positive
This Fool Gone Say Thts Why I Love You.! You Nasty.!,positive
Got pussy on my mind...pussy on my breath...shid got enough pussy 2 make ay pussu pot pie!!!,ERROR
If ur lightskined ur neck dnt need to be sucked on! #FACT!,positive
O now u wanna fuck cause I girlfriend???? Wtf is dis,positive
Im Being Hated By The Seasons . So Fuck Ya Who Hating For No Reason !,positive
Bout to go sign up for school. I need to get back on track,positive
"they said it was too many people in there , I ain't get the til almost 10:30",negative
Had to be at work by 830 So put 2 or three on the bus going down and ride to McDonald's,neutral
keep think n about shawty kennedy I will do my best love mom,positive
let me love you untill u learn to love yah self,negative
"I'll prolly turn you up friday , but where you gone be at friday ?",positive
Made a movie with them bitches aint no one on one...,negative
The birds had the nerve to wake me up this early..chirpin n shit...lol,negative
Niggaz change...females change...friends change...i say fuk all 3 n den I get my change up,negative
Oops we sorry mo mo we thought u was boo'd up..lol,positive
Why do i keep doing this to myself like never again,negative
What up this Chris mixon graduate from rufusking what's you phone number,neutral
Still tryna find dis damn pic in my tL dat ja was talkin bout.,negative
I Hate When I Try Tooo Piss Somebody Off Andd They Laugh Like Damn Bitch Youu Not Suppose Too Laugh,negative
"every thing you do got me feelin some type of way , when you give me that thunder you make my summer rain .",positive
That strikes a nerve when people say people don't care about you or they don't care about you...,neutral
"better cut on some drake and cry yourself to sleep, that's what I do lmao",positive
I dont want 2 go 2 sleep cuz im go b up all night,negative
I TRIP Over What's Mines! But When What's Mines Ain't Tripping Over Me! That Bitch Ain't Mines Nomo! #Simple,negative
When do Lesley ever sell any houses she's always in the saloon with Angela and Jennifer #ForBetter,neutral
don't say nothing when Yall phones be broke cause both of Yall phones half way there !!,neutral
MY GIRL ASS FAT SHE GOT ME GEEKIN ROUND THIS BITCH,positive
"living , so i can't complain . will this be your second year at west ga ?",positive
"I Was Like WHAT THE HELL??? We Don't Give A Damn About Your Stupid Long, Faithful, Beautiful Relationship!",negative
It would be nice to get spoiled by someone other than my mom,positive
Just showered had a long ass nap so I shall be up tonight,positive
Bout to go curl up under my man and eat and watch movies all night..... off tha next 2 days so I'm bout to chill,neutral
": Ty houser Wya ?"" Who over there I'm bouta come over there",ERROR
"These kids fighting ova da phone just to talk to their daddy aww too sweet .."" 0.931764705882 0.0505882352941 0.0 0.0176470588235 311494667667664896 Tue Mar 12 15:11:30 +0000 2013",positive
She got back wit ol' boy she probably had a reason though,negative
If you call girls beautiful these days. 1.) They won't believe you.n2.) You're thirsty.,positive
"Your booooody here wit me, but your miiind is on the other side of town",negative
yea that shit blew me lol... I mean like why we got the heat first lol... But we'll get the dub..,positive
That's the only thing ima miss bout my old job had every weekend off,positive
have fun u needs b on a plane flyin 2 Baltimore LOL:),positive
ctfuuu ayo didnt she say she was from southwest or naw,neutral
It's really a shame what's happening to Lamar Odems life. Been through a lot,positive
"A jealous girlfriend is a faithful girlfriend. If she doesnt get jealous when someone has your attention, it's because someone has her!!",negative
I guess they figure let's all get along so we can take the team together !!! Lmaoo,positive
Up early bout to go see my nephew lil baseball game,positive
I can't lie girl you hotter than a campfire we can stay up all night like vampires,positive
Its some shit in life... Dat you can't be dumb ta faeva!!!!,negative
"ok , jus cus u kno what it is dnt mean u kno who . . . Or do u ??",negative
I can't even lie I was smoked out or about a good 2 months,negative
": Soon As Jasmine Walked In The Class She Got 2 Cheating Off Me #OnEverything"" lmfaooo . Why is u lienn ?? You too damn silly.",negative
Wasn't expecting that to happen all things happen for a reason lol what a weekend,positive
I'm Real Nigga so I keep 100 80% of the Time I lie 20 % Real Shit,negative
"_ iiF iiHv To Black Owt Again Lord Hate To Say iiT , Bt Yhu Can Take Me ~>_<~ _",negative
I ain't bout to keep talkin to her dat shit #R.I.P,negative
My Momma Bout 2 Go 2 Mexico 2marrow She Turnt #800,negative
let me find out my lil sistah beatin up ppl now,negative
": Listen, when you've had nice things you enjoy simple things more.",negative
girl Yes I overly excited Sunday is my last day being pregnant!!!,positive
Close dah hit dah lights turnt up dat Caira took huh to neverneverland wake up Talmud bout kingawings Wtf?,positive
I just got that issue in the mail Solonge is serving up some Diana Ross realness on a platter!,positive
#3words that you will never hear from me let em live,positive
