tweet_id,aae_text,golden_sentiment,annotator_source,resolution_method,needs_adjudication,deepseekr1_pred,gemma3_pred,llama31_70b_pred,mistral31_pred,phi3_medium_pred,phi4_pred
A1_247,": Michigan clock management look like it is being run by Sanchez..."" #tragic",negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_248,",i got my shooters they shooting we show them niggas no mercy !",negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_249,But u know wat as much as i try'd to keep my coo i couldnt,negative,A1_Osakpolor,single_annotator,False,ERROR,negative,negative,negative,negative,negative
A1_250,This loss couldn't have happen to a more deserving coach....enjoy coach Meyer!,negative,A1_Osakpolor,single_annotator,False,positive,negative,negative,negative,negative,negative
A1_251,A situation is sitting on your problem stand dont sit I know I wont ! #IJN,positive,A1_Osakpolor,single_annotator,False,neutral,negative,neutral,negative,negative,neutral
A1_252,Them Wendy's milk shakes be kinda aight I fuck wit EM on DA low,positive,A1_Osakpolor,single_annotator,False,positive,positive,negative,positive,positive,positive
A1_253,u been there for me through It all every single the but baby I have been there for you,positive,A1_Osakpolor,single_annotator,False,positive,positive,neutral,positive,positive,positive
A1_254,"We might fight amongst eachother but ill promise you this we'll burn this bitch down get us pissed""- 2pac",negative,A1_Osakpolor,single_annotator,False,negative,negative,neutral,negative,negative,negative
A1_255,if your close friends don't know who I am or haven't heard my music but you have and you like it then you haven't done your job as a fan!,negative,A1_Osakpolor,single_annotator,False,positive,negative,negative,negative,negative,negative
A1_256,lol my hair coming out he had grip of my shit,positive,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_257,"awww how sweet,lol if yall not doin nuffin tomorrow imma get him to bring her over",positive,A1_Osakpolor,single_annotator,False,positive,positive,positive,positive,positive,positive
A1_258,Packers on there third string QB and he just almost got his knee blown out.,neutral,A1_Osakpolor,single_annotator,False,negative,negative,neutral,negative,negative,negative
A1_259,Can't wait to hit 21 image go get my gun license,positive,A1_Osakpolor,single_annotator,False,positive,negative,neutral,neutral,positive,positive
A1_260,lol I just realized we watched two movies last night and neither of them was Old Boy lol,positive,A1_Osakpolor,single_annotator,False,positive,positive,neutral,neutral,neutral,neutral
A1_261,"moms ona ski trip sometime this month or next month ! TURN UP , TURN UP , TURN UP !!",positive,A1_Osakpolor,single_annotator,False,positive,positive,neutral,positive,positive,positive
A1_262,- Expose Too The Streets When iWas 12 Soo Ion Play With Lames,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_263,These kids in Macon are foolish. My name is Bam and I'm the Original gooper!!!!!!! So don't try and get goop me it won't work!! Trust me!!!,neutral,A1_Osakpolor,single_annotator,False,positive,negative,positive,negative,negative,negative
A1_264,Mfs shouldnt be givin off vibes then mfs wouldnt assume. Pure bullshit. How I see.,negative,A1_Osakpolor,single_annotator,False,neutral,negative,negative,negative,negative,negative
A1_265,Simple Minded Bitches Always Worrying About The Next Bitch When They Just Need To Play They Role #100,negative,A1_Osakpolor,single_annotator,False,negative,negative,positive,negative,negative,negative
A1_266,Bout to get this nap in before I get up wash dishes and cook again..,positive,A1_Osakpolor,single_annotator,False,positive,neutral,positive,neutral,neutral,neutral
A1_267,Grul: Stp slip baby nboy: oh sht wait I'm bustin lmao#Random,positive,A1_Osakpolor,single_annotator,False,ERROR,negative,negative,neutral,neutral,neutral
A1_268,Here go this nigga thinkin with the wrong head again.. Lust is this niggas downfall,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_269,"finna take a shower,eat,& sleep not in the mood tonight dont want noone talking too me!",negative,A1_Osakpolor,single_annotator,False,negative,negative,neutral,negative,negative,negative
A1_270,Have you ever been in love? Been in love so bad? You'd do anything to make them understand?,positive,A1_Osakpolor,single_annotator,False,negative,negative,positive,neutral,neutral,neutral
A1_271,This man told me I could leave my phone for collateral. That's a negative.,neutral,A1_Osakpolor,single_annotator,False,positive,negative,negative,negative,negative,negative
A1_272,My Advice Is Get Your Money Don't Let It Change You And Don't Trust Shit Even The Devil Was An Angel,positive,A1_Osakpolor,single_annotator,False,negative,negative,neutral,negative,negative,negative
A1_273,I feel like da president in my city Savage da mf president I call shouts BOSSMAN SAVAGE wat dey call me,positive,A1_Osakpolor,single_annotator,False,negative,positive,positive,positive,positive,positive
A1_274,I pull ya card I know you pussy by ya conversation,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_275,How can 2 people with a deadly sickness take each other serious?,negative,A1_Osakpolor,single_annotator,False,neutral,negative,negative,negative,negative,negative
A1_276,I dumped him in the river now the whole city searchin,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_277,shit but happen when i ko yo ass i got the video,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_278,Then again they're immune to the smell if they live there lol,positive,A1_Osakpolor,single_annotator,False,positive,neutral,positive,neutral,neutral,neutral
A1_279,How many ppl will get my joke on Instagram?! We shall seee,positive,A1_Osakpolor,single_annotator,False,negative,positive,positive,neutral,neutral,neutral
A1_280,These bitch all on my dick like umm famous or sun... Dam,positive,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_281,i ain't keeping no secrets i just keep mf out ma business,neutral,A1_Osakpolor,single_annotator,False,positive,negative,negative,negative,negative,neutral
A1_282,iwanna lil nigga so ican have him around here slap these Lamess,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_283,Dont Retweet My Stuff Unless U Gon Slide In My Dm #Subtweet,neutral,A1_Osakpolor,single_annotator,False,neutral,negative,negative,negative,negative,negative
A1_284,78 ta 115 I won't even take the time out to dig a hole! I'll let y'all do it yaselves,negative,A1_Osakpolor,single_annotator,False,ERROR,negative,negative,negative,negative,negative
A1_285,My phone dropped from 8% to 3% and its charging smh,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_286,i swea im tired if toni bringin ha ass dwn here,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_287,I want a girl that will have me scared if she was too leave..,neutral,A1_Osakpolor,single_annotator,False,positive,negative,neutral,negative,negative,negative
A1_288,": Even if I gotta cry , to get to the other side !",positive,A1_Osakpolor,single_annotator,False,negative,positive,neutral,positive,negative,positive
A1_289,#HonestyHour The Shit I Hold In I Don't Tell Shannon Sooo Yeah ! NuffSaid,neutral,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_290,Tell me y this dude gone blow to tell me and my homie to come cross the street right but I went a diff way kuz I got class...,neutral,A1_Osakpolor,single_annotator,False,ERROR,negative,neutral,negative,neutral,negative
A1_291,Yeah keke u might have too cus these hoes gne talk n spread lies,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_292,i know i dont give shots .. but i can put this big ass needle in #oomf ...,positive,A1_Osakpolor,single_annotator,False,positive,negative,neutral,neutral,neutral,negative
A1_293,I rather listen to Oj da juiceman then Trinidad james lol but they both beyond shitty,negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_294,"The Niggas Picture Look Too Real & He Change The Subject Every Sec , Like Huh ?",negative,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_295,Wait how did baby bop find her way on my TL,neutral,A1_Osakpolor,single_annotator,False,positive,neutral,neutral,neutral,neutral,neutral
A1_296,I haven't been able to really take a nap in a min,neutral,A1_Osakpolor,single_annotator,False,neutral,negative,negative,neutral,neutral,negative
A1_297,": tell her Johnson ....... Red velvet cake all dayyyy !!!!!"" All dayyyy and forever",positive,A1_Osakpolor,single_annotator,False,positive,positive,positive,positive,positive,positive
A1_298,#ConfessionNight I jump in the middle of my sleep when I get scared lol,positive,A1_Osakpolor,single_annotator,False,negative,neutral,neutral,neutral,neutral,neutral
A1_299,Fuck a prime number nigga I'm bout to even da odds,positive,A1_Osakpolor,single_annotator,False,negative,negative,negative,negative,negative,negative
A1_300,Im sayin #freesummermiracle until they #freesummermiracle lol i love my baby,positive,A1_Osakpolor,single_annotator,False,positive,positive,negative,positive,positive,positive
A2_001,It's dumb that I have a car but scared to drive,neutral,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,negative
A2_002,"u kno that I bouta do the same Bruh, long day at work dawg b easy bro keep in touch",positive,A2_Osamede,single_annotator,False,positive,neutral,positive,neutral,neutral,neutral
A2_003,"o yea bruh just checking on.yall nigaz, yall still family regardless if im gone' but drop them niggaz off B'",negative,A2_Osamede,single_annotator,False,negative,negative,negative,neutral,negative,neutral
A2_004,My dream car setup :nLexus is300 nBluenBlack tintsn2jz twin turbo n10 pounds of boost nSlammednGold colored Ltuned rimsnIntakenExhaust,neutral,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_005,Why The FUCK Am I Still Up... Got Work In Less Then 5...,negative,A2_Osamede,single_annotator,False,neutral,negative,negative,negative,negative,negative
A2_006,The difference between the impossible and the possible lies in a man's determination.,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_007,"I like Bible On Tha Dash (DatPiff Exclusive)"" on ""Acquitted"" by Gunplay.",positive,A2_Osamede,single_annotator,False,positive,positive,ERROR,positive,positive,positive
A2_008,Retweet this if u have a girlfriend or boyfriend that's yo ride or die :),positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_009,I have to get up 6:OP just because Thing 1 & Thing 2 got a football game in the morning. Shit me breh. Tomorrow is my get sleep in day,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_010,I do knoee who I want HO ! yo daddy don't know wtf he want !,negative,A2_Osamede,single_annotator,False,positive,negative,neutral,negative,negative,negative
A2_011,Man yo boyfriend he a lame he ain't wit the shits,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_012,Yep GOD is good and PATIENCE is the key...jus got aprroved on a car for little of nothing!!,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_013,just seen my babymama and my bestfriend but they had leve,neutral,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,negative
A2_014,You better keep you a condom on and leave these broads in the streets...,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_015,Pissd me off..wit his ugly black ass..and quit telling my kidsss u dey daddi dey know who dey faather is mr..cnt get it up,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_016,Omgosss is always tryna play me lOlx! I thought I was his sis.,positive,A2_Osamede,single_annotator,False,positive,negative,neutral,negative,negative,negative
A2_017,I need to get on the House of Lies and Homeland Bandwagon!,positive,A2_Osamede,single_annotator,False,neutral,positive,neutral,positive,positive,positive
A2_018,"She ask me how I'm livin, I tell her im just chillin, because the story of my life was never givin to a bitch that was empty with ambition",negative,A2_Osamede,single_annotator,False,neutral,negative,neutral,negative,negative,negative
A2_019,We probably argue everyday but at the end if the day we both still two fools in love,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_020,"I be killin them bitches, i hope all dogs go to heaven.",positive,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_021,": She smacking then she all on my chinn""lol Ikr ..... Gah just listen at ha",positive,A2_Osamede,single_annotator,False,neutral,negative,negative,neutral,negative,negative
A2_022,lol yesssss.... i been in the house in bed allll damn day..,positive,A2_Osamede,single_annotator,False,negative,positive,positive,neutral,positive,neutral
A2_023,Got me feelin like I'm compared with these NOTHING ASS FEMALES you use to fuck with !!!,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_024,"Uhhh...Stomach At Wrk Killing Me,,,Hope Im Not Getting Sick....",negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_025,OM GOIN M.I.A. MAN I ANIT TRYNA KICC IT NOMO!,neutral,A2_Osamede,single_annotator,False,negative,negative,ERROR,negative,negative,positive
A2_026,You turned out to be exactly wat I thought u would ... How Foolish of me,negative,A2_Osamede,single_annotator,False,neutral,negative,negative,negative,negative,negative
A2_027,Eli + nicks and/James jones or Luck + TY and nicks? Which combo fares better today?,positive,A2_Osamede,single_annotator,False,neutral,neutral,neutral,neutral,neutral,neutral
A2_028,Goin to da movies who tryin to come...AMC in castleton,neutral,A2_Osamede,single_annotator,False,positive,positive,negative,neutral,neutral,neutral
A2_029,Thats when I gotta hide how I feel on the inside.,neutral,A2_Osamede,single_annotator,False,neutral,negative,negative,negative,negative,negative
A2_030,I ain't got nobody to talk to might b K.O early .,neutral,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_031,Duh Jimmy can say it was NOT a 10 out of 10 becuz he has experience & u r a hood rat bitch with NO professionalism,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_032,"I geht on Twitter just too see all the shit you have too say about little ole me , I LOVE MY FANS(;",negative,A2_Osamede,single_annotator,False,negative,positive,negative,negative,positive,positive
A2_033,2 of those 3 things fully relate to not having a running game lol you're proving my point,neutral,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_034,Yall Mite Az Well Crank Up Da SnowBall Truck 2moro Cuz Ima Jump Clean On Dat Bihh Wit Yall An Pick Em Out!! Kml,neutral,A2_Osamede,single_annotator,False,neutral,positive,neutral,positive,positive,positive
A2_035,If i had a lil brother i swear hed hate me cause everytime im mad ill just go beat his ass.,negative,A2_Osamede,single_annotator,False,neutral,negative,negative,negative,negative,negative
A2_036,Swear I Talk To My Nigga Sista I SWEAR I Dnt,neutral,A2_Osamede,single_annotator,False,positive,negative,neutral,neutral,negative,neutral
A2_037,omg lonte I'm a mess...& my twitter won't even let me post pictures,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_038,shid crunk that shit back up tonight we waiting. On u,neutral,A2_Osamede,single_annotator,False,negative,positive,positive,neutral,positive,positive
A2_039,we can agree 2 disagree. But I'm no advocate to any woman thinking its ok 2 neva shut up and have a seat...,negative,A2_Osamede,single_annotator,False,neutral,negative,neutral,negative,negative,negative
A2_040,Y'all just gimme a minute I'm finna make my TL jump,neutral,A2_Osamede,single_annotator,False,neutral,positive,neutral,neutral,positive,positive
A2_041,I don't believe in coming back to work once I'm off. You cannot make me come here!,neutral,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_042,No Nigga Alive That Got More Lyrics That Mr Hovie Hov #TrueTalk,positive,A2_Osamede,single_annotator,False,positive,positive,negative,neutral,positive,positive
A2_043,#CakeBossKickoff baking/sweets for my family is always something that I enjoy cakes especially. it brings a smile to everyone!!! :-D,positive,A2_Osamede,single_annotator,False,positive,positive,neutral,positive,positive,positive
A2_044,"It's not my fault, they only come around when somebody die",negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_045,k michelle fb I lovee you girl yu be goin ham!!,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_046,I can't call it cause I don't know too much lol,neutral,A2_Osamede,single_annotator,False,positive,neutral,neutral,neutral,neutral,neutral
A2_047,"I love my sister , we have our disagreements but she been there for me!",positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_048,Mariah carey need to cry so she can release some fluid from them bags under her eyes lol,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_049,i get real nasty with these bitches when they make me mad.,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_050,She think she can beat me up now since she beat up a white girl lol !,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_051,"- Heeeee Onnn Theeeee w. Otheeeer Bitchesss , Thaaan Heee Isss w. Meeee #Ressssspect",negative,A2_Osamede,single_annotator,False,negative,negative,ERROR,negative,positive,negative
A2_052,Looking at all these people..bring at an event with Ariel's family..an combined family event for us will just be....Mannnnnn,neutral,A2_Osamede,single_annotator,False,positive,negative,neutral,negative,negative,negative
A2_053,: That's the sweetest thing ever. Prepare them while they're young its grand. LOVEYA,positive,A2_Osamede,single_annotator,False,negative,positive,positive,positive,positive,positive
A2_054,Wish I had a sit under dryer so I could deep condition my hair,neutral,A2_Osamede,single_annotator,False,positive,positive,positive,negative,neutral,neutral
A2_055,bomb in my sneaker but i understand if you're switching it up,negative,A2_Osamede,single_annotator,False,neutral,negative,neutral,negative,negative,negative
A2_056,I will never turn on my real ppl dat shit not in me!!!,positive,A2_Osamede,single_annotator,False,positive,positive,positive,negative,negative,negative
A2_057,Who Am I with tomorrow? I don't want to go back on Puritan Bored and Stuck,negative,A2_Osamede,single_annotator,False,neutral,negative,neutral,negative,negative,negative
A2_058,i swear ima come with yu! we some thick madams bitch!,positive,A2_Osamede,single_annotator,False,positive,negative,positive,negative,positive,positive
A2_059,This lady just told me that I look like a #BlackBarbieDoll...I get that ALOT!,positive,A2_Osamede,single_annotator,False,positive,positive,positive,negative,positive,negative
A2_060,well how I get my music on yall blog just tweet it to yall??,neutral,A2_Osamede,single_annotator,False,positive,neutral,positive,neutral,neutral,neutral
A2_061,So I'm hoping I can get some time.. hoping like shyt,positive,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_062,Lmaoo i totally agree..that shit was annoying n sounded ignorant,negative,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,negative
A2_063,Stop Acting Perfect Like You Aint No On The Low Ratttt,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_064,I shouldn't have to get angry get loud or twist ya arm scream n shout for love ...iy should b given,neutral,A2_Osamede,single_annotator,False,negative,negative,positive,negative,negative,negative
A2_065,Idk why I have been so aggravated today I just need to take a bath & go to sleep cuz my mood been <<<<<,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_066,It's been a long time coming this thing between you and me.,neutral,A2_Osamede,single_annotator,False,negative,neutral,positive,neutral,neutral,neutral
A2_067,lol fuck dat when a nigga lay hand on me they gotta feel it,negative,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,negative
A2_068,In my mama room laying down .. Bored af .. Need somebody to text,positive,A2_Osamede,single_annotator,False,neutral,negative,positive,negative,negative,negative
A2_069,I gotta alot of cries behind this frown But I still manage to move on Head still high intimidate by none ya feel me..,positive,A2_Osamede,single_annotator,False,positive,positive,positive,negative,positive,positive
A2_070,Got sum killers wit me right now n yu dnt even kno it,negative,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,neutral
A2_071,Cus heard the door open & he was on it Ctfuu kill,positive,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_072,Life is wat u make it dats y I strive for SUCCESS :-),positive,A2_Osamede,single_annotator,False,positive,positive,neutral,positive,positive,positive
A2_073,When you 100% knw you haven't done anything and cant do nothing about it<<<<,neutral,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_074,yeah im right back to tweetlogix .. I couldnt do it man lol,neutral,A2_Osamede,single_annotator,False,neutral,negative,neutral,neutral,neutral,negative
A2_075,I kinda miss my friends but that constant drama i couldnt deal with 24/7 enough was enough,neutral,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_076,That Lasagna and Fried chicken was all kinds if poppin' #AndShit,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_077,JUNE 19th 13's Cum Out Niggas Betta Cop Before Dey Be Gone Dat Day Lol,positive,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_078,"lol perfectly understandable !!!! God is already using you for the kingdom. At the moment, he is preparing you for greater !",positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_079,If the lights ain't go off the 9ers woulda got blew out.... real shit,neutral,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_080,I can't stand no hating ass nigga or bitch they see sumbody in a good as relationship for years n they just so cute they will hate smh,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_081,"Shit blows me,when I get a job everybody hand gone be out ....",negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_082,When Boosie come home Gates gone be a local rapper again,neutral,A2_Osamede,single_annotator,False,neutral,negative,negative,neutral,negative,positive
A2_083,I'm dying laughing at the fact that they stuck in the house,positive,A2_Osamede,single_annotator,False,negative,positive,positive,positive,positive,positive
A2_084,"#nikerecessfederation #knicks ALL DAY! From Big Pat Ewing, Starks, LJ, to Melo! Best arena, best unis, awesome history! Go NY, Go NY GO!!",positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_085,"Spent The Night With My Boy , His Stinking Ass Get On My Nerves !!",negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_086,det Shit soo fckinn stupid nasty & file ..... Im too fckin mad,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_087,"Imma have too stop doing him bogus , lowkey I'm not even giving him a chance cuz I'm too busy thinkin about sum otha person",negative,A2_Osamede,single_annotator,False,positive,negative,neutral,negative,neutral,negative
A2_088,"We aint gotta talk for days , bitch WEEKS thas still my nigga y'all bitches better know wassup when it comes to US",negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,positive
A2_089,"like my bitches crazy thick, she ain't gotta pay for shit",neutral,A2_Osamede,single_annotator,False,positive,negative,neutral,positive,negative,negative
A2_090,Ain't shit change when I moved still screaming fuck the #law,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_091,I Got Guns Bigger Denn Youuu Niggas Nd I Dnt Fuck With New Niggas..!!,negative,A2_Osamede,single_annotator,False,negative,negative,ERROR,negative,negative,negative
A2_092,QT GOT DA CHEAPS GAS O N EXXON ON COCKRELL HILL 3.34,positive,A2_Osamede,single_annotator,False,neutral,positive,negative,neutral,neutral,neutral
A2_093,"well you should be SUPER HYPE , because you woke up #TU",positive,A2_Osamede,single_annotator,False,positive,positive,neutral,positive,positive,positive
A2_094,"If you text them, it means you miss them. If you wait for them to text you, then you're just waiting for them to miss you.",neutral,A2_Osamede,single_annotator,False,neutral,negative,positive,neutral,neutral,negative
A2_095,I was speaking in general by the way but if tha shoe fit then oh fucking well,negative,A2_Osamede,single_annotator,False,neutral,negative,negative,negative,negative,neutral
A2_096,Eveeytime I like somebody I heard post on IG they say I heard u in Love with Jamal. Nawl bit yeen hear shxt u saw it lurking ass,negative,A2_Osamede,single_annotator,False,neutral,negative,neutral,negative,neutral,negative
A2_097,Facebook make sum of da cutest girl look dumb as shit..,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_098,cause I didn't know if that was u or not u look different lol,neutral,A2_Osamede,single_annotator,False,positive,neutral,neutral,neutral,neutral,neutral
A2_099,": Jimmy Butler is a star in the making.....and you aint eeeeen kno it"" said that a few weeks back...I agree",positive,A2_Osamede,single_annotator,False,positive,positive,neutral,positive,positive,positive
A2_100,S/o to the team Young Black Superstars Music Group! We out here makin moves! If u have any music needs what so ever get at me!,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_101,I was just hoping you could give her a Shout Out. Her name is Alexis !!!,positive,A2_Osamede,single_annotator,False,positive,positive,positive,positive,positive,positive
A2_102,It turned out to be just me and one girl. That's you,neutral,A2_Osamede,single_annotator,False,positive,positive,positive,neutral,neutral,neutral
A2_103,you and rihanna needs to have baby asap just say the condom slip and works all the time lol,neutral,A2_Osamede,single_annotator,False,negative,positive,positive,neutral,negative,negative
A2_104,"And if that pussy sweet then I'mma eat it till I get sugar diabetes"" #OVERDOSE",positive,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,negative
A2_105,I thought valentines day was Thursday but I c ppl sayin happy valentines day nd tomorrow Wednesday,neutral,A2_Osamede,single_annotator,False,positive,neutral,neutral,neutral,neutral,neutral
A2_106,Yu see a lot of shit on TWITTER INSTAGRAM FACEBOOK Nd Other Shit ...Nd Shit Just Be Crazy,neutral,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_107,I've never popped a pill in my life but I wanna try one to see how ima reaction idk I'm different,neutral,A2_Osamede,single_annotator,False,positive,negative,negative,neutral,neutral,neutral
A2_108,Has anybody seen lebron? Back 2 his disappearing acts I see,positive,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_109,I just want a perfect relationship how hard/much is that ?,neutral,A2_Osamede,single_annotator,False,positive,negative,neutral,negative,neutral,neutral
A2_110,All I can say Is your bitch ain't fuckin with me (((:,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_111,Closed my eyes for a sec and dozed off and woke up with 1 text message and 4 inboxes,neutral,A2_Osamede,single_annotator,False,neutral,negative,neutral,neutral,neutral,neutral
A2_112,I need a valentine... Will 1 of you be my valentine?,positive,A2_Osamede,single_annotator,False,positive,positive,negative,positive,neutral,neutral
A2_113,": Jeff teague quietly becoming a top 5 point guard"" he improved but he ain't there yet, he was in comp with Kyrie tonight though",positive,A2_Osamede,single_annotator,False,positive,positive,positive,neutral,neutral,neutral
A2_114,"If you don't fight for what you want, don't cry for what you lost.",positive,A2_Osamede,single_annotator,False,neutral,neutral,neutral,neutral,neutral,neutral
A2_115,I know a couple youngins that then died before they grandma try play with hammers,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_116,Thanks But It Was The 19th Tho lol Just Didnt Have Time To Cut My Cake...,positive,A2_Osamede,single_annotator,False,positive,neutral,ERROR,neutral,neutral,neutral
A2_117,My hair keep breaking off i just needa leave it tf alone,negative,A2_Osamede,single_annotator,False,negative,negative,positive,negative,negative,negative
A2_118,"I know she gets all hope from me,so I don't never wanna see her mope for me",neutral,A2_Osamede,single_annotator,False,positive,positive,positive,negative,positive,positive
A2_119,MESSAGE OF THE DAY: Lice is no ones friend... Take care of that...,negative,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_120,: No doubt Leo we are a team..you made my day..Happy Holidays to you and yours :-),positive,A2_Osamede,single_annotator,False,negative,positive,neutral,positive,positive,positive
A2_121,"this chick said If you believe in ""No child left behind"", don't spit.."" O_O",positive,A2_Osamede,single_annotator,False,positive,negative,negative,negative,negative,negative
A2_122,Mrs.smith told me I was gain weight in my face & stuff,neutral,A2_Osamede,single_annotator,False,negative,negative,negative,negative,negative,negative
A2_123,Stand on my own not who I stand next ta......... #500,positive,A2_Osamede,single_annotator,False,neutral,negative,positive,negative,neutral,positive
A2_124,I can tweet about the feelings that I have u and u still wouldn't care,negative,A2_Osamede,single_annotator,False,positive,negative,neutral,negative,negative,negative
A2_125,Whatever they gave amare before the game thank you caise he straight ballin #knicksvsbulls #Knicks,positive,A2_Osamede,single_annotator,False,positive,positive,negative,positive,positive,positive
A2_126,Ugly bitches irritating I swear ima mase her tf u ugly I'm cuite I throw hands with cuit bitches!!!,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_127,she better or im going in on her mama! She been saying she gone bring her for 2 yrs now!,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_128,Well I'm finnna Watch tv. Ha twitter Virgin Dry. *Waves Hand* #BaeTweet,negative,A2_Osamede,single_annotator,False,negative,neutral,positive,neutral,neutral,neutral
A2_129,That anti bullying commercial pisses me off I wish I could beat the shit out of them kids! You want to bully him Ima show you a bully!,negative,A2_Osamede,single_annotator,False,negative,negative,neutral,negative,negative,negative
A2_130,and im over here starving like marvin ctfu : Just got finish eating again I'm so greedy yo,positive,A2_Osamede,single_annotator,False,negative,negative,negative,neutral,neutral,neutral
A2_131,I want to know what kind of green lil wayne smoke cause whatever he smokes i want some of that,positive,A2_Osamede,single_annotator,False,negative,positive,negative,positive,negative,positive
