annotator,aae_speaker_identity,regional_background,regional_background_notes,written_aae_familiarity,acknowledgement_consent,acknowledgement_name,item_index,sample_type,aae_text,sae_text,aae_back_text,special_mark,unintelligible_original,semantic_equivalence,sentiment_preservation,semantic_change_notes,original_naturalness,back_naturalness,sentiment,surface_toxicity,completed,last_updated
annotator_1,yes,west_coast,,very_familiar,name_ok,,73,unique,Ain't Knw Running From Da Savage I Most Likely Gun Ya Down!!!nWebbie Be Snapping,There is no running from the savage; I will most likely shoot you down! Webbie is really rapping well.,Ain't no runnin from the savage; I'm prolly gon shoot you down! Webbie really spittin.,,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:06:44.301Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,74,unique,"All this FUCKING POLLEN OUTSIDE GODDAMN"" 0.948571428571 0.0428571428571 0.0 0.00857142857143 322163999884070913 Thu Apr 11 01:47:37 +0000 2013","There is so much fucking pollen outside, goddamn.","It’s so much fucking pollen outside, goddamn.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:07:37.630Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,75,unique,Indya only want 19 kids so she can have a TV show...such a user...,Indya only wants 19 kids so she can have a TV show...such a user...,Indya only want 19 kids so she can have a TV show... she such a user...,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T17:08:12.376Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,76,unique,Fuck A Fake Friend I Got Family I Dont Even Speak,Forget fake friends; I have family members I don't even speak to.,Forget fake friends; I got family members Ion even talk to.,,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:09:04.831Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,77,unique,"They say its better to love , to never love at all '",They say it's better to love than never to love at all.,They say it’s betta to love than to never love at all.,,,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T17:09:35.314Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,78,unique,Pack your shit and get the fuck out. go stay with your parents,Pack your things and get the fuck out. Go stay with your parents.,Pack yo shit and get tf out. Go stay wit yo folks.,,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:09:54.783Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,79,unique,lori worst bestfriend right now she couldve told me where she was at earlier,Lori is the worst best friend right now; she could have told me where she was earlier.,Lori the worst best friend right now; she coulda told me where she was at earlier.,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T17:10:22.142Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,80,unique,It seem like when they need a favor they never leave you alone.,"It seems like when they need a favor, they never leave you alone.","It seem like when they need a favor, they don't never leave you alone.",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T17:12:22.230Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,81,unique,Well aleast this hoe got a job but she need to stop stuntin so hard,"Well, at least this woman has a job, but she needs to stop showing off so much.","Well, at least she got a job, but she need to stop doin the most.",,,same_meaning,yes,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-16T17:12:42.126Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,82,unique,Miami nights it was all a dream if I could get my money right I'm bout ...,"Miami nights, it was all a dream; if I could get my finances in order, I am about to...","Miami nights, it was all a dream; if I could get my money right, I’m finna...",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T17:13:37.219Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,83,unique,I'm Like That Bob Looks Fly But Them Lips Oh My I Camt Wait Till You Plant Them Kisses On Me,"I think that bob hairstyle looks stylish, but those lips, oh my; I can't wait until you plant those kisses on me.","I think that bob look good, but them lips, man; I can't wait til you put them kisses on me.",,,meaning_changed,yes,"the sae translation adds the word ""hairstyle""",natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T17:15:26.357Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,84,unique,": Bitch How TF You Go Tell Me Waat Im Is"" **AM Not Is","Bitch, how the fuck are you going to tell me what I am? I *am*, not ""is.""","Bitch, how the fuck you gon tell me what I am? I *am*, not ""is.""",,,partly_same_meaning,yes,"Should rather translate late to
""what i am, and what i am not""",natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:16:28.254Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,85,unique,I'm as sweet as can be just don't piss me off. !,I'm as sweet as can be; just don't piss me off!,I'm sweet as can be; just don't piss me off!,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T17:17:01.917Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,86,unique,Been n da house since I messed my leg up I'm gettin out 2mara,I've been in the house since I messed my leg up; I'm getting out tomorrow.,I been in the house since I messed my leg up; I'm steppin out tomorrow.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T17:17:22.890Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,87,unique,Attitude den got worst n in uh min i might lose it,"My attitude has gotten worse, and in a moment, I might lose my temper.","My attitude done got worse, and at any moment I might snap.",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T17:17:44.570Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,88,unique,"Anybody watching the VMA's right now??? If you are, do yo boy a favor and drop me a line when its time for Katy Perry's performance. Lbs","Is anyone watching the VMAs right now??? If you are, do me a favor and let me know when it is time for Katy Perry's performance. Laughing but serious.","Anybody watchin the VMAs right now??? If you is, do me a favor and lemme know when it’s time for Katy Perry performance. Lmao but fr.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T17:18:12.654Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,89,unique,Niggas don't care about the government shutdown but if u tell them A&M homecoming is cancelled they'll be flipping shit over,"People don't care about the government shutdown, but if you tell them the A&M homecoming is canceled, they will lose their minds.","Folks don't care bout the government shutdown, but tell them A&M homecoming canceled and they gon lose they mind.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:18:39.645Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,90,unique,To have sex once and you act like this lol smh but let her tell it nvm!!!,"To have sex once and then you act like this, laughing out loud and shaking my head; but according to her—never mind!","Fuck one time and then you act like this, lol smh; but according to her—never mind!",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T17:19:49.102Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,91,unique,Mann i swear mfs gone hate they did me they way they did..,"Man, I swear those people are going to regret treating me the way they did.","Man, I swear them folks gone regret treating me how they did.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:20:10.113Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,92,unique,that line makes me crack the hell up when I hear it. Who the hell puts that in a song.,That line makes me laugh incredibly hard when I hear it. Who in the world puts that in a song?,That line make me laugh so hard when I hear it. Who in the world put that in a song?,,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:20:27.367Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,93,unique,"The woman give her audience a laptop, printer, voucher fot Zapos, a weekend at the beat hotel.","The woman gave her audience a laptop, a printer, a voucher for Zappos, and a weekend at the best hotel.","That lady gave her audience a laptop, a printer, a voucher for Zappos, and a weekend at the best hotel.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T17:20:48.972Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,94,unique,promise that was the first tweet I seen. Lmao u play too much,"I promise that was the first tweet I saw. Lmao, you are joking around too much.","I swear that was the first tweet I seen. Lmao, you playin too much.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T17:21:15.751Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,95,unique,Let Me Text My Mother An See If She Put The Money On My Card,Let me text my mother and see if she put the money on my card.,Lemme text my mama and see if she put the money on my card.,,,same_meaning,yes,,unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-05-16T17:21:44.238Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,96,unique,I understand a lot of ppl don't like me. I still sleep good at night,I understand that a lot of people don’t like me. I still sleep well at night.,I know a lot of people don’t like me. I still sleep good at night.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T17:21:57.821Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,97,unique,I got front row at roseland but I'm not risking it this time,"I have front row seats at Roseland, but I'm not risking it this time.","I got front row seats at Roseland, but I ain't riskin it this time.",,,same_meaning,yes,,natural,somewhat_natural,neutral,no_potentially_toxic_wording,yes,2026-05-16T17:22:33.517Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,98,unique,Hate wen MFa'z stand an watch u clean but WNNA tell u 2 do more LIK dey cnt help JS,I hate when people stand and watch you clean but want to tell you to do more as if they can’t help. Just saying.,I hate when people be standing there watching you clean but wanna tell you to do more like they can’t help. Just sayin.,,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:22:59.666Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,99,unique,That niggah that just told you that you was beautiful is ugly af BB,"That guy who just told you that you were beautiful is extremely ugly, baby.","That man who just told you you was beautiful is ugly as hell, baby.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:23:23.570Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,100,unique,I have a huge problem with a mf TELLING me I'm single and then a few days or hours even minutes later act like they didn't say the shit,"I have a huge problem with someone telling me I'm single and then, a few days, hours, or even minutes later, acting like they didn't say that.","I got a huge problem with somebody tellin me I'm single and then, a few days, hours, or even minutes later, actin like they ain't say that.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T17:24:34.897Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,101,unique,Ctfuu jahde gone be mad ascell when she check her twitter,I am laughing so hard; Jahde is going to be mad as hell when she checks her Twitter.,I'm laughing so hard; Jahde gon be mad as hell when she check her Twitter.,,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-17T16:42:34.876Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,102,unique,Bout to hop in da shower then head to bed I guess,"I am about to hop in the shower and then head to bed, I guess.","I’m finna hop in the shower then head to bed, I guess.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-17T19:11:05.015Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,103,unique,. Church and yea respect yall gone sweep the bucks we gone see yall in the East conference finals,Exactly. Respect. You all are going to sweep the Bucks; we will see you in the Eastern Conference Finals.,Facts. Respect. Y’all finna sweep the Bucks; we gon' see y’all in the Eastern Conference Finals.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-17T22:33:49.418Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,104,unique,U must really be interested wit wats on my ig if yo ass go ALL da way down my pics,You must really be interested in what is on my Instagram if you go all the way down to my old pictures.,You must really be into what’s on my IG if you goin all the way down to my old pictures.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-17T22:34:16.555Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,105,unique,I just came across Gina and Pam music video for don't ask my neighbor lol I forgot about this.,"I just came across Gina and Pam's music video for ""Don't Ask My Neighbor."" LOL, I forgot about this.","I just ran across Gina and Pam music video for ""Don't Ask My Neighbor."" LOL, I forgot all about this.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-17T22:34:58.868Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,106,unique,Mane I got my granddaddy blood in me....#He was a pimp before he was killed,"Man, I have my grandfather's blood in me. He was a pimp before he was killed.","Man, I got my granddaddy blood in me. He was a pimp before he got kilt.",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-17T22:35:17.086Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,107,unique,I just got u twice in a row wanna try again,I just beat you twice in a row; do you want to try again?,I just beat you twice in a row; you tryna go again?,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-17T22:35:42.354Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,108,unique,Iont know who sang det song! Det shit go in doe!,"I don't know who sang that song! That song is really good, though!",Ion know who sang that song! That song go crazy tho!,,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-17T22:36:04.769Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,109,unique,I just got out the bed to take a shower and then now I'm back in the bed!,I just got out of bed to take a shower and now I am back in bed!,I just got out the bed to take a shower and now I back in bed!,,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-17T22:36:56.472Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,110,unique,Bout to go curl up under my man and eat and watch movies all night..... off tha next 2 days so I'm bout to chill,"I am about to go curl up with my man, eat, and watch movies all night. I have the next two days off, so I am going to relax.","I’m finna go curl up with my man, eat, and watch movies all night. I got the next two days off, so I’ma relax.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-17T22:37:20.944Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,111,unique,Shanice blows me wen she on the phone she always gotta be loud & extra da hell #Shink,Shanice annoys me when she is on the phone; she always has to be so loud and dramatic. What the hell? #Shink,Shanice annoy me when she on the phone; she always gotta be so loud and dramatic. What the hell? #Shink,,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-17T22:37:54.705Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,112,unique,Lol how can you talk when you being the same way,"Lol, how can you talk when you're being the same way?","Lol, how you talkin when you actin the same way?",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-17T22:38:22.097Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,113,unique,He came and got the bike from my house and got booked right after that ! smh,He came and got the bike from my house and was arrested right after that! Shaking my head.,He come got the bike from my house and got locked up right after that! SMH.,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-17T22:38:49.737Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,114,unique,Anywho.. I need to hit the mall today who coming with me?,"Anyway, I need to go to the mall today. Who is coming with me?","Anyway, I need to go to the mall today. Who coming wit me?",,,same_meaning,yes,,natural,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-17T22:39:37.147Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,115,unique,Its 2013' Not Playing Games With Shit This Year Nbs Dnt Wanna Loose This Relationship But Realy Ion Give Ah Fuk About It :(But I Love Her :),"It’s 2013. I’m not playing games with anything this year, for real. I don’t want to lose this relationship, but honestly, I don’t give a fuck about it :( But I love her :)","It’s 2013. I ain’t playing no games with nothing this year, for real. I don’t want to lose this relationship, but honestly, I don’t give a fuck about it :( But I love her :)",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-17T22:41:52.357Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,116,unique,"Why is the body designed to feel hungry but don't feel cooking I just wanna know , lls","Why is the body designed to feel hungry but doesn't feel like cooking? I just want to know, lol.",Why the body designed to feel hungry but don’t feel like cookin? I just wanna know lol.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-17T22:42:40.093Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,117,unique,see I'm talkin bout Felicia dat b sayin slow for yo love c now u actin slow,"See, I'm talking about Felicia who is always saying ""slow for your love""; see, now you're acting slow.","See, I’m talking bout Felicia who always be saying “slow for your love”; see, now you acting slow.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-17T22:43:30.619Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,118,unique,I Let Love Go Ta Waist Caus I Aint Kw Wat Love Was,I let love go to waste because I didn't know what love was.,I let love go to waste cause I didn’t know what love was.,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-17T22:43:48.382Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,119,unique,lol i just thought about that day you told me yo mom picked up yo phone and was like who is this when she seen my pic,"LOL, I just thought about that day you told me your mom picked up your phone and was like, ""Who is this?"" when she saw my picture.","LOL, I just thought about that day you told me yo mama picked up yo phone and was like, ""Who this?"" when she saw my pic.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-17T22:44:16.948Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,120,unique,It is. I go to the Smithsonian at least once a month. They always have a new exhibit going on,It is. I go to the Smithsonian at least once a month. They always have a new exhibit going on.,It is. I be going to the Smithsonian at least once a month. They always got a new exhibit going on.,,,same_meaning,yes,,unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-05-17T22:45:03.267Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,121,unique,Lls I'm good yo I'm good it just comes out sometimes,"Lol, I’m fine, really, I’m okay. It just slips out sometimes.","Lol, I’m fine, for real, I’m good. It just slip out sometimes.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-17T22:45:21.754Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,122,unique,your so gay lol x whenever Nigga never showed up last time,"You are so ridiculous, lol; anyway, you never showed up last time.","You so ridiculous, lol; anyway, you ain't even show up last time.",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-17T22:46:00.932Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,123,unique,"I was fenna cry then I hold back all them tears "" geremiah","Standard American English translation: I was about to cry, then I held back all those tears. - Geremiah","I was finna cry, then I held back all them tears. - Geremiah",,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T01:58:16.631Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,124,unique,"I can't stand her mom, dude. She think Tod a house painter or some shit.","I can't stand her mom, dude. She thinks Tod is a house painter or something like that.","I can't stand her mama, bruh. She think Tod a house painter or sum like that.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T01:58:44.533Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,125,unique,I've never seen such a un-physical Michigan football team in my life.,I have never seen such an unphysical Michigan football team in my life.,I ain't never seen a Michigan football team this unphysical in my life.,,,same_meaning,yes,,unnatural_or_noisy,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T01:59:10.765Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,126,unique,Richard && domo tryna be funny . I put Money on it ' that anything they up there screamin they WONT Say it TO Tony,Richard and Domo are trying to be funny. I bet money that they won't say whatever they are up there screaming to Tony's face.,Richard and Domo tryna be funny. I bet money they ain't gon say whatever they up there screaming to Tony face.,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T02:01:28.867Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,127,unique,"Lol damn brahh what's going on, Everybody Dogging Each Other School lol","Lol, damn, man, what is going on? Everyone is insulting each other at school, lol.",Lol damn man what’s goin on? Everybody clownin each other at school lol.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T02:02:04.572Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,128,unique,omw 2 order my cake! wish I can eat it 2day look,"I'm on my way to order my cake! I wish I could eat it today, look!","On my way to order my cake! Wish I could eat it today, look!",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T02:03:09.550Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,129,unique,thanks bud! Nothing better than sharing Gods word. It's all Him!,"Thanks, friend! There is nothing better than sharing God's word. It is all because of Him!","Thanks, friend! Ain't nothing better than sharing God's word. It's all because of Him!",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-19T04:04:29.007Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,130,unique,We really can't believe that the down low only applys to men,"We really can't believe that the ""down low"" only applies to men.","We really can’t believe the ""down low"" only apply to men.",,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T02:04:32.296Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,131,unique,Damn some body always find a way to piss me off,"Damn, somebody always finds a way to piss me off.","Damn, somebody always find a way to piss me off.",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T02:05:15.902Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,132,unique,Smiling in my face .. whole time you wanna take my place <,"You are smiling to my face, but the whole time you want to take my place.","You smilin in my face, but the whole time you tryna take my place.",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T02:05:33.443Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,133,unique,Ppl plates on the gram be lookin like some straight trash keep that shit in house!!!,People's food plates on Instagram look like total trash; keep that to yourself!,Folks food plates on Instagram be lookin like straight trash; keep that to yourself!,,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T02:06:07.485Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,134,unique,Send word back to D-nunn HANNNN we got em ManDown boy,Send word back to D-nunn! We got them. Man down!,Send word back to D-nunn! We got 'em. Man down!,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T02:06:51.955Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,135,unique,Love Bruno's voice! Why does his whole band look like Miguel? #grammys,I love Bruno's voice! Why does his whole band look like Miguel? #grammys,I love Bruno voice! Why his whole band look like Miguel? #grammys,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T02:07:18.656Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,136,unique,"Hadta Be The First Thing I Tweeted, That Shit Been In My Head All Night..",It had to be the first thing I tweeted; that has been in my head all night.,That had to be the first thing I tweeted; that been in my head all night.,,,same_meaning,yes,,natural,natural,neutral,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T02:08:10.086Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,137,unique,I am the only one in my inner circle that is having a child.,Standard American English translation: I am the only one in my inner circle who is having a child.,I'm the only one in my circle havin a baby.,,,same_meaning,yes,,unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T16:42:31.905Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,138,unique,lmao I ain't no event planner go to a strip club throw some ones,"Lmao, I am not an event planner; go to a strip club and throw some ones.","Lmao, I ain't no event planner; go to the strip club and throw some ones.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T16:42:50.799Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,139,unique,Just got my ass jumped. It's ova with after the bell.,I just got jumped. It will be over after the bell rings.,I just got jumped. It's gon be over after the bell ring.,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T16:43:34.727Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,140,unique,My Hubby New Name Is Benny lol So Benny I Love You,"My husband's new name is Benny, lol. So Benny, I love you.","My husband new name Benny, lol. So Benny, I love you.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T16:43:56.545Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,141,unique,"they say some things come and go, & some stick still, why get stuck find solutions and keep it moving.. The days are priceless","They say some things come and go, and some stay. Why get stuck? Find solutions and keep moving forward. The days are priceless.","They say some things come and go, and some stay. Why get stuck? Find solutions and keep it moving. These days be priceless.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T16:44:19.910Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,142,unique,Never begged for a nigga. Tf? & be lying like a mf. Got me fucked,I have never begged for a man. What the fuck? And he is always lying. He has me completely mistaken.,I ain't never begged for no man. What the fuck? And he always lyin. He got me messed up.,,,meaning_changed,yes,"""Got me fucked"" does not mean ""completely mistaken"" but rather frustrated or irritated.",natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T16:46:54.048Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,143,unique,I hate this new twitter shit all these lines an shit lol,"I hate these new Twitter updates, all these lines and stuff lol.","I hate these new Twitter updates, all these lines and allat lol.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T16:47:23.346Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,144,unique,Power Trip <<<<<<< And We Had A Connection To This Song FUCK NO.!,Power Trip is significantly worse. And the idea that we had a connection to this song? Absolutely not!,Power Trip significantly worse. And the idea we had a connection to this song? Absolutely not!,,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T16:48:43.146Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,145,unique,#2013TaughtMe who my real family was. Even your own blood would pray on your downfall,#2013TaughtMe who my true family was. Even your own relatives would pray for your downfall.,#2013TaughtMe who my real family was. Even yo own relatives would pray for yo downfall.,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T16:49:23.051Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,146,unique,": In a relationship, sex isn't everything....BUT i want lots of it!!!!","In a relationship, sex isn't everything, but I want a lot of it!","In a relationship, sex ain't everything, but I want a lot of it!",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T16:49:48.689Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,147,unique,Girl yes you shoulda seen his ass at whataburger last night freakin hilarious,"Girl, yes, you should have seen him at Whataburger last night; he was freaking hilarious.","Girl, yes, you shoulda seen him at Whataburger last night; he was funny as hell.",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T16:50:34.941Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,148,unique,": Touching base with the girl with the drive.... Nothing can stop you..... #POW""- xoxo :)","Touching base with the girl with the drive.... Nothing can stop you..... #POW""- xoxo :)",Tapping in with the girl with the drive.... Can't nothing stop you..... #POW- xoxo :),,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T16:51:01.980Z
annotator_1,yes,west_coast,,very_familiar,name_ok,,149,unique,ROLL UP BITCH WE SOME SHOOTERS . WE A STICK YOU UP BITCH WE THE GLUE BOYS . HA THEY BROKE & it's sad LMAO,"Pull up; we are shooters. We are going to rob you; we are the Glue Boys. Ha, they are broke and it's sad. LMAO.","Pull up; we shooters. We finna rob you; we the Glue Boys. Ha, they broke and it’s sad. LMAO.",,,same_meaning,yes,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-18T16:51:53.014Z
