annotator,aae_speaker_identity,regional_background,regional_background_notes,written_aae_familiarity,acknowledgement_consent,acknowledgement_name,item_index,sample_type,aae_text,sae_text,aae_back_text,special_mark,unintelligible_original,semantic_equivalence,sentiment_preservation,semantic_change_notes,original_naturalness,back_naturalness,sentiment,surface_toxicity,completed,last_updated
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,73,unique,Everybody tht has my number SUCKS! Lol nobody hits me up! Lmao,"Everybody who has my number sucks! Lol, nobody ever contacts me! Lmao","Everybody that got my number trash! Lol, nobody ever hit me up! Lmao",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T12:09:44.790Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,74,unique,Time for a nap. I will back to the reatchetness when I wake up,It’s time for a nap. I will be back to the drama when I wake up.,Time for a nap. I'ma be back to the drama when I wake up.,,,meaning_changed,yes,"""reatchetness"" does not equate to ""drama.""
As ""reactchetness"" in this case refers to the fact that when the person wakes up, they will be back to behaving or acting in a rachet manner, which means that someone is unruly/ghetto.",natural,somewhat_natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T12:13:09.323Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,75,unique,I've never had my ex turn into my bestfriend lol NEVER!!,"I have never had an ex turn into my best friend, lol. NEVER!!",I ain’t never had an ex turn into my best friend lol. NEVER!!,,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T12:16:53.511Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,76,unique,& I refuse to let my mama lose me to some Bullshit .,And I refuse to let my mother lose me to some nonsense.,And I ain't gon' let my mama lose me to no nonsense.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T12:18:35.354Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,77,unique,Ios7 would bn perfect if they added landscape view for the home screen,Standard American English translation: iOS 7 would have been perfect if they added landscape view for the home screen.,iOS 7 woulda been perfect if they added landscape view for the home screen.,,,same_meaning,yes,,unnatural_or_noisy,somewhat_natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T12:20:41.120Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,78,unique,": I'm really just tryna chill out , pop in a good movie , eat, and smoke ..."" that sound like a good plan","""I'm really just trying to relax, put on a good movie, eat, and smoke..."" that sounds like a good plan.","""I'm really just tryna chill, put on a good movie, eat, and smoke..."" that sound like a plan.",,,same_meaning,yes,,somewhat_natural,somewhat_natural,positive,no_potentially_toxic_wording,yes,2026-05-18T12:22:10.470Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,79,unique,that's what's up n yes havnt left yet still workn on dat,"That’s great, and yes, I haven’t left yet; I’m still working on that.","That’s what’s up, and yeah, I ain’t left yet; I’m still workin on that.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T12:24:24.788Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,80,unique,I kno u frm sum wea wea I kno u frm,I know you from somewhere that I know you from.,I know you from somewhere I know you from.,yes,,meaning_changed,yes,"The meaning is lost because the original question is simply asking: ""I know you from somewhere, where I know you from?"" 

Which is fundamentally different from what the SAE is saying: ""I know you from somewhere that I know you from.""",natural,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-18T12:26:34.736Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,81,unique,I try to be a rebel at everything I do. Nothing's better than being a unique individual.,I try to be a rebel in everything I do. Nothing is better than being a unique individual.,I try to be a rebel in everything I do. Nothin better than bein a unique individual.,,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-18T12:28:56.252Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,82,unique,lmao hell yeah I took a picture of yo ass Yu was down bad,"LMAO, hell yeah, I took a picture of you. You were in a bad state.","LMAO, hell yeah, I took a flick of you. You was in a bad state.",,yes,meaning_changed,no,"- ""Down bad"" here more likely refers to someone who is caught being desperate for a romantic partner or being someone who is caught in a compromised position. 
- ""Bad state"" sounds much clinical and more as if the person was sick which thus also changes the sentiment",natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T12:34:13.835Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,83,unique,"I'll never change , ima always be the same nigga I am today ..",I will never change; I am always going to be the same person I am today.,I ain't never gon' change; I'm always gon' be the same person I am today.,,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T12:36:06.918Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,84,unique,Feeling like a nigga got handcuffs on how the fuck did my life become a damn love song.,I feel like I have handcuffs on; how the fuck did my life become a damn love song?,I feel like I got handcuffs on; how the fuck my life become a damn love song?,,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T12:38:07.233Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,85,unique,My coworker getting all the calls and im tweeting smh im clocked in but oops lol,"My coworker is getting all the calls and I am tweeting; shaking my head, I am clocked in, but oops, lol.",My coworker gettin all the calls and I'm out here tweetin; smh I'm clocked in but oops lol.,,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T12:43:31.232Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,86,unique,Since my phone dry my sick ass bouta take this night quil & be slumped!,"Since my phone is quiet and I'm sick, I'm about to take some NyQuil and pass out!","Since my phone quiet and I’m sick, I’m finna take some NyQuil and pass out!",,,meaning_changed,yes,"""My phone dry."" does not equate to ""my phone is quiet.""

- It means more of the fact that nobody is calling or texting them, not the literal fact that their phone is quiet.",natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T12:47:02.316Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,87,unique,"We are all gifted people , just dont open the gift too early. She on her knees waiting for that nut like a verdict!!!",We are all gifted people; just don't open the gift too early. She is on her knees waiting for that nut like a verdict!!!,We all gifted; just don't open the gift too early. She on her knees waiting for that nut like a verdict!!!,yes,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T12:51:22.181Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,88,unique,My mama laughed but I can't listen to or watch the Same Love by Macklemore without wanting to CRY. Lbvss,"My mother laughed, but I can't listen to or watch ""Same Love"" by Macklemore without wanting to cry. I'm laughing, but I am being very serious.","My mama laughed, but I can't even listen to or watch ""Same Love"" by Macklemore without wantin to cry. I'm laughin, but I'm being dead serious.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T12:54:47.481Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,89,unique,If I shaved enough I'd give it a try. The folks on ESPN Radio talk about it like sliced bread.,"If I shaved enough, I would give it a try. The people on ESPN Radio talk about it like it's the best thing since sliced bread.","If I shaved enough, I’d give it a try. Them folks on ESPN Radio be talkin about it like it's the best thing since sliced bread.",,,same_meaning,yes,,unnatural_or_noisy,somewhat_natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T12:58:22.131Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,90,unique,A white lady at da get together tried to holla at me den dance wit me lol,"A white lady at the get-together tried to flirt with me and then dance with me, lol.","A white lady at the function tried to flirt with me and then dance with me, lol.",yes,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T13:00:43.295Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,91,unique,You know how man michaels there are in the world?! She what good is a billboard w/o his last name?? Oh!,"Do you know how many Michaels there are in the world?! See, what good is a billboard without his last name? Oh!","You know how many Michaels is in the world?! See, what good a billboard without his last name? Oh!",yes,,partly_same_meaning,yes,"- no clue what is being siad here, wheter it's actucally she or ""see"" ",somewhat_natural,somewhat_natural,positive,no_potentially_toxic_wording,yes,2026-05-18T17:18:31.790Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,92,unique,Chiiiii she sent sum real raunchy pics but y she got that old ass fone??,"Wow, she sent some very explicit pictures, but why does she have such an old phone?","Damn, she sent the nudes but why she got that old ass phone?",yes,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T13:06:22.210Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,93,unique,I'm not gonna e so into this season this cause Lebron got his ring,I am not going to be as into this season because LeBron won his ring.,I ain't gon be as into this season cause LeBron won his ring.,,,same_meaning,yes,,somewhat_natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T13:09:17.011Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,94,unique,My bands long my pockets fat wit big faces like a year book,"I have a lot of money, and my pockets are bulging with hundred-dollar bills, just like a yearbook full of faces.","I got a lot of money and my pockets bulging with hunnids, just like a yearbook full of faces.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T13:14:46.910Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,95,unique,#np Whodini - Freaks Come Out At Night on YHTL #whenwewereyoung Saturdays!,Now playing Whodini - Freaks Come Out At Night on YHTL for #whenwewereyoung Saturdays!,Now playin Whodini - Freaks Come Out At Night on YHTL for #whenwewereyoung Saturdays!,yes,,same_meaning,yes,,unnatural_or_noisy,somewhat_natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T17:20:02.630Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,96,unique,I can spend it up today and don't think about tomorrow cause I'm self made bitch I don't never have to borrow,I can spend it all today and not think about tomorrow because I am self-made; I never have to borrow.,I can spend it all today and not think 'bout tomorrow 'cause I'm self-made; I ain't never gotta borrow.,,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T13:19:14.492Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,97,unique,That nap was too clutch. Now I'm bouta go fuck some food up,That nap was exactly what I needed. Now I'm about to go devour some food.,That nap was exactly what I needed. Now I’m finna go tear some food up.,,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T13:20:42.760Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,98,unique,"I'm thinking bout you do you think about me still, do ya do ya..?","I am thinking about you; do you still think about me? Do you, do you?","I’m thinkin bout you; you still thinkin bout me? Do you, do you?",,,same_meaning,yes,,somewhat_natural,somewhat_natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T13:23:09.742Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,99,unique,oomf just txted nd said let it go dawgg 1 monkey dont stop no show.....#&Sherite,"One of my followers just texted and said to let it go, man; one monkey doesn't stop the show.",One of my followers just texted and said let it go man; one monkey don’t stop no show.,,,meaning_changed,yes,"""oomf just txted nd said"" really means: ""oomf, just texted and said."" 

It does not equate to: ""One of my followers"" ",natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T13:25:51.825Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,100,unique,"Mufuckas Be Talking Too Much, But Don't Be Saying Shit Man!","People talk too much, but they never actually say anything of substance, man.","People be talking too much, but they ain't never saying nothing for real, man.",,,same_meaning,yes,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-18T13:28:00.191Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,101,unique,Like I tried wtf is you mad for I said Imma get em ima get em,"I mean, I tried; what the fuck are you mad for? I said I'm going to get them, I'm going to get them.","I mean, I tried; what the fuck you mad for? I said I'm gon get 'em, I'm gon get 'em.",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T13:29:00.709Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,102,unique,"Just like y'all saying how all the HEAT fans was quiet, when we was losing. No , we was just letting y'all enjoy y'all trash talking..","Just like you all are saying how all the Heat fans were quiet when we were losing. No, we were just letting you enjoy your trash talking.","Just like y'all sayin how all them Heat fans was quiet when we was losin. No, we was just lettin y'all enjoy y'all trash talkin.",,,same_meaning,yes,,somewhat_natural,somewhat_natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T13:32:07.708Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,103,unique,just thinking bout everything & everybody Mann shit getting too outaa control,"I am just thinking about everything and everyone. Man, things are getting too out of control.","I’m just thinking about everything and everybody. Man, things getting way too out of hand.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T13:33:35.790Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,104,unique,Ooooohhhh shit this girl just got a 1 on her quiz . wtf bruh ?!,"Oh my god, this girl just got a 1 on her quiz. What the hell, man?!","Omg, this girl really just got a 1 on her quiz. What the hell, man?!",,,same_meaning,yes,,natural,unnatural_or_imitated,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T13:34:54.891Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,105,unique,If he dont cum then im juss really not gunna talk to him nomore !,"If he doesn't climax, then I am just really not going to talk to him anymore!","If he don't nut, then I really just ain't gon talk to him no more!",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T13:37:21.507Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,106,unique,i cant believe fall is dead gonn be here like 3 mnths,I can’t believe fall is really going to be here in three months.,I caint believe fall really finna be here in three months.,yes,,same_meaning,yes,,natural,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-18T13:38:49.490Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,107,unique,It is a pretty bad rendition of the song... It's definitely no Jackson 5.,It is a pretty bad rendition of the song... it is definitely not the Jackson 5.,It’s a weak ass rendition of the song... it definitely ain’t the Jackson 5.,,,meaning_changed,yes,"""It's definitely no Jackson 5."" more accurately describes that the rendition is not at the level or quality of the Jackson 5's rendition. 

This doesn't equate to "" it is definitely not the Jackson 5."" ",natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T13:40:52.339Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,108,unique,maybe 5years from now if it happens it happen yah kno,"Maybe five years from now, if it happens, it happens, you know?","Maybe five years from now, if it happen, it happen, y'know?",,,same_meaning,yes,,natural,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-18T13:41:54.605Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,109,unique,I be eating like I'm eating for two lol i need to put on some pounds,"I'm always eating as if I'm eating for two, lol; I need to put on some weight.",I be eatin like I’m eatin for two lol; I need to put on a lil weight.,,,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T13:44:06.805Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,110,unique,No need to be jealous of her. She will never get wifed because she stretching,There is no need to be jealous of her. She will never get married because she is promiscuous.,Ain't no need to be jealous of her. She ain't never gon get married cause she be hoeing.,yes,,meaning_changed,yes,"- ""she stretching"" means that the woman being referred to here is a liar or stretching the truth. 
- It does mean that ""she is promiscuous.""",natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T17:22:24.997Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,111,unique,"These hoes"" Kim K and Evelyn are engaged twice....you complaining ""hoes"" still trying to get a DM on IG or a ""poke"" on FB.","These women, Kim Kardashian and Evelyn, have been engaged twice, while you complaining women are still trying to get a direct message on Instagram or a ""poke"" on Facebook.","Kim Kardashian and Evelyn done been engaged twice, while y'all complainin' women still tryna get a DM on Instagram or a poke on Facebook.",,yes,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T17:23:40.525Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,112,unique,Wat we got aint perfect but we perfect for each other,"What we have isn't perfect, but we are perfect for each other.","What we got ain’t perfect, but we perfect for each other.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T13:49:09.137Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,113,unique,I like low scoring games because I love defense. But you have a legit reason atleast you've watched.,I like low-scoring games because I love defense. But you have a legitimate reason; at least you have watched.,I like low scoring games cuz I love defense. But you got a legit reason; at least you been watching.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T13:51:30.488Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,114,unique,nah m8 they just know that ur bro is Finn The G,"No, friend, they just know that your brother is Finn the G.","Nah friend, they just know yo brother Finn the G.",yes,,same_meaning,yes,,unnatural_or_noisy,somewhat_natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T13:54:53.437Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,115,unique,": Today really should be Friday!"" Friday should be a button next to ur bed.. then again ppl wld abuse the hell outofit.","Today really should be Friday! Friday should be a button next to your bed. Then again, people would abuse the hell out of it.","Today really should be Friday! Friday should be a button next to yo bed. Then again, folks would abuse the hell outta it.",yes,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T13:57:11.269Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,116,unique,Yeahh But Then Again I Want A Boyy So Either Way Ima Be Happyy,"Yeah, but then again, I want a boy, so either way, I am going to be happy.","Yeah, but then again, I want a boy, so either way, I'm gon be happy.",,,same_meaning,yes,,somewhat_natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T13:58:17.703Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,117,unique,That's what I'm saying . I don't want shit to be about me .,That is what I am saying. I do not want anything to be about me.,That's what I'm sayin. I don't want nothin to be about me.,,,same_meaning,yes,,natural,natural,neutral,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T13:59:52.487Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,118,unique,i read it in his voice .. thas what made it funnier,I read it in his voice... that's what made it funnier.,I read it in his voice... that what made it funnier.,,,same_meaning,yes,,somewhat_natural,somewhat_natural,positive,no_potentially_toxic_wording,yes,2026-05-18T14:00:45.685Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,119,unique,"He be trying to blow his money on me,I tell em I got my on.!","He's always trying to blow his money on me, but I tell him I have my own!","He always tryna blow his money on me, but I tell him I got my own!",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T14:01:55.585Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,120,unique,even though hes a public icon he can still say something. im old school too and a man should ask a woman.,"Even though he is a public icon, he can still say something. I am old school too, and a man should ask a woman.","Even though he a public icon, he can still say sum. I'm old school too, and a man supposed to ask a woman.",yes,,same_meaning,yes,,somewhat_natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T14:05:32.385Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,121,unique,Raining hard as shit outside my trashcans prolly down the street now,It’s raining really hard outside; my trash cans are probably down the street now.,It’s raining real hard outside; my trash cans prolly down the street by now.,,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-18T14:06:11.901Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,122,unique,"They gonna be like how he do that""! Why he do that??!!! Lmao","They are going to be like, ""How did he do that?! Why did he do that??!!!"" Lmao","They gon be like, ""How he do that?! Why he do that??!!!"" Lmao",yes,yes,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T14:09:42.150Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,123,unique,ifeel u man same her nt too much to do in pcola,"I feel you, man. It's the same here; there is not much to do in Pensacola.","I feel you, man. Same way out here; ain't much to do in Pensacola.",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T14:10:42.400Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,124,unique,Never trust a latina in telling her stuff especially when she lesbian and likes your girlfriendn#lesson well learnt -_-.,"Never trust a Latina with your secrets, especially when she is a lesbian and likes your girlfriend. #lesson well learned -_-.","Never trust a Latina with your secrets, especially when she a lesbian and like your girl. #lesson well learned -_-.",,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-18T14:11:56.866Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,125,unique,"STRONG people always have their life in order. Even with TEARS in their eyes, They still manage to say I am Okay with a SMILE","Strong people always have their lives in order. Even with tears in their eyes, they still manage to say ""I am okay"" with a smile.","Strong people be havin they life in order. Even with tears in they eyes, they still manage to say ""I'm straight"" with a smile.",,,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-05-18T14:14:17.413Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,126,unique,I think there is a download code sharpied on to this donut,I think there is a download code written in Sharpie on this donut.,I think it's a download code wrote in Sharpie on this donut.,,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-18T14:15:01.529Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,127,unique,This nig just told me I'm too cute to be going to school for I.T. Lol since when does your looks have to do with what you major in,"This guy just told me I'm too cute to be going to school for I.T. LOL, since when do your looks have anything to do with what you major in?","This dude just told me I'm too cute to be in school for I.T. LOL, since when yo looks got anything to do with what you major in?",yes,,same_meaning,yes,"- Please be aware that the term ""nig"" is often used as a slur, not really as AAE! 
- So while likely a spelling mistake thus same meaning, it's a major difference",natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T14:19:33.312Z
annotator_3,yes,multiple_or_other,"I can understand AAE from the Southern, Midwest, Northeast, and West Coast. But I'd say my ability lies mostly in Northeast.",very_familiar,name_ok,,128,unique,Singing his <3 : Drake the only one singing the Canadian national anthem,Singing his heart out: Drake is the only one singing the Canadian national anthem.,Singin his heart out: Drake the only one singin the Canadian national anthem.,,,same_meaning,yes,,unnatural_or_noisy,somewhat_natural,positive,no_potentially_toxic_wording,yes,2026-05-18T14:21:55.378Z
