annotator,aae_speaker_identity,regional_background,regional_background_notes,written_aae_familiarity,acknowledgement_consent,acknowledgement_name,item_index,sample_type,aae_text,sae_text,aae_back_text,special_mark,unintelligible_original,semantic_equivalence,sentiment_preservation,semantic_change_notes,original_naturalness,back_naturalness,sentiment,surface_toxicity,completed,last_updated
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,71,unique,Cus heard the door open & he was on it Ctfuu kill,My cousin heard the door open and he reacted immediately. I am cracking up; that’s hilarious.,My cuz heard the door open and he reacted immediately. I’m weak; that’s funny as hell.,,,partly_same_meaning,yes,"Too vague now; could mean ""pulling out a gun""",natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-15T17:44:37.758Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,72,unique,Life is wat u make it dats y I strive for SUCCESS :-),"Life is what you make it, that's why I strive for success. :-)","Life what you make it, that’s why I’m grindin for success. :-)",,,same_meaning,yes,,natural,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-15T17:47:25.209Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,73,unique,When you 100% knw you haven't done anything and cant do nothing about it<<<<,When you know 100% that you haven't done anything and can't do anything about it.,When you know 100% you ain't done nothing and can't do nothing about it.,,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-15T17:51:40.244Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,74,unique,yeah im right back to tweetlogix .. I couldnt do it man lol,"Yeah, I'm right back to Tweetlogix. I couldn't do it, man, lol.","Yeah, I'm right back to Tweetlogix. I couldn't do it, mane, lol.",,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-15T17:52:45.142Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,75,unique,I kinda miss my friends but that constant drama i couldnt deal with 24/7 enough was enough,"I kind of miss my friends, but I could not deal with that constant drama 24/7; enough was enough.","I kinda miss my friends, but I couldn’t deal with all that drama 24/7; enough was enough.",,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-15T17:53:23.298Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,76,unique,That Lasagna and Fried chicken was all kinds if poppin' #AndShit,That lasagna and fried chicken were excellent.,That lasagna and fried chicken was fire.,,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-15T17:56:09.607Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,77,unique,JUNE 19th 13's Cum Out Niggas Betta Cop Before Dey Be Gone Dat Day Lol,"On June 19th, the Jordan 13s are released. You guys had better buy them before they are gone that day, lol.","June 19th, the Jordan 13s drop. Y'all better buy 'em before they gone that day lol.",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-15T18:07:19.638Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,78,unique,"lol perfectly understandable !!!! God is already using you for the kingdom. At the moment, he is preparing you for greater !","Haha, it's perfectly understandable! God is already using you for the kingdom. At the moment, He is preparing you for greater things!","Haha, it's all good! God already usin you for the kingdom. Right now, He preparin you for greater things!",,,same_meaning,yes,,natural,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-15T18:09:08.190Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,79,unique,If the lights ain't go off the 9ers woulda got blew out.... real shit,"If the lights hadn't gone out, the 49ers would have been blown out... for real.","If them lights hadn't went out, the 49ers woulda been blown out... for real.",,,same_meaning,yes,,natural,unnatural_or_imitated,neutral,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-15T18:10:07.811Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,80,unique,I can't stand no hating ass nigga or bitch they see sumbody in a good as relationship for years n they just so cute they will hate smh,"I can't stand hateful people. They see someone in a great relationship for years, and because the couple is so cute, they will act resentful. Shaking my head.","I can’t stand no hateful people. They see someone in a great relationship for years, and cause the couple so cute, they be acting resentful. smh.",,,same_meaning,yes,,natural,somewhat_natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-15T18:12:35.748Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,81,unique,"Shit blows me,when I get a job everybody hand gone be out ....","It really annoys me that when I get a job, everyone's hand will be out ....","It really blow me how when I get a job, everybody hand gon be out ....",,,meaning_changed,yes,Not a literal meaning but means that everyone would want money,natural,somewhat_natural,negative,no_potentially_toxic_wording,yes,2026-05-15T18:40:48.928Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,82,unique,When Boosie come home Gates gone be a local rapper again,"Standard American English translation: When Boosie comes home, Gates is going to be a local rapper again.","When Boosie come home, Gates gon be a local rapper again.",,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-15T18:50:59.792Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,83,unique,I'm dying laughing at the fact that they stuck in the house,I am dying laughing at the fact that they are stuck in the house.,I'm dyin laughing at the fact they stuck in the house.,,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-15T18:52:21.457Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,84,unique,"#nikerecessfederation #knicks ALL DAY! From Big Pat Ewing, Starks, LJ, to Melo! Best arena, best unis, awesome history! Go NY, Go NY GO!!","#nikerecessfederation #knicks all the time! From Big Pat Ewing, Starks, LJ, to Melo! Best arena, best uniforms, awesome history! Go NY, Go NY, go!!","#nikerecessfederation #knicks all day! From Big Pat Ewing, Starks, LJ, to Melo! Best arena, best jerseys, history crazy! Go NY, Go NY, go!!",,yes,same_meaning,yes,,natural,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-15T18:59:11.508Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,85,unique,"Spent The Night With My Boy , His Stinking Ass Get On My Nerves !!",I spent the night with my boyfriend; he really gets on my nerves!!,I stayed the night with my man; he really be gettin on my nerves!!,,,meaning_changed,yes,Gender context could mean different things. my boy could mean my friend and not a romantic partner.,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-15T19:59:29.836Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,86,unique,det Shit soo fckinn stupid nasty & file ..... Im too fckin mad,That is so incredibly disgusting and vile. I am so angry.,That’s so disgusting and vile. I’m so mad.,,,same_meaning,yes,,natural,unnatural_or_imitated,negative,toxic_wording_with_toxic_meaning,yes,2026-05-15T20:09:04.717Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,87,unique,"Imma have too stop doing him bogus , lowkey I'm not even giving him a chance cuz I'm too busy thinkin about sum otha person","I’m going to have to stop treating him unfairly; honestly, I’m not even giving him a chance because I’m too busy thinking about someone else.","I’m finna have to stop treatin him wrong; honestly, I ain’t even givin him a chance cause I’m too busy thinkin bout somebody else.",,,partly_same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-15T20:11:27.236Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,88,unique,"We aint gotta talk for days , bitch WEEKS thas still my nigga y'all bitches better know wassup when it comes to US",We don't have to talk for days—or even weeks—and that is still my close friend; you all better understand how it is when it comes to us.,We ain’t gotta talk for days—or even weeks—and that still my friend; y’all better understand how it is when it come to us.,,,meaning_changed,no,This is referring to their romantic partner; not friend and referring to other women.,natural,unnatural_or_imitated,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-15T22:07:49.182Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,89,unique,"like my bitches crazy thick, she ain't gotta pay for shit",I like my women extremely curvy; she doesn't have to pay for anything.,I like my women thick; she ain't gotta pay for nothin.,,,same_meaning,yes,,natural,natural,neutral,toxic_wording_with_toxic_meaning,yes,2026-05-18T16:48:50.015Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,90,unique,Ain't shit change when I moved still screaming fuck the #law,"Nothing changed when I moved; I am still screaming, ""fuck the law.""","Ain’t nothing changed when I moved; I’m still screaming, “fuck the law.”",,,meaning_changed,yes,"""moved"" could be about making ""moves"" ",natural,unnatural_or_imitated,negative,toxic_wording_with_toxic_meaning,yes,2026-05-15T22:18:33.512Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,91,unique,I Got Guns Bigger Denn Youuu Niggas Nd I Dnt Fuck With New Niggas..!!,"I have guns larger than you guys, and I don't associate with new people.","I got guns bigger than y'all, and I don't mess with no new people.",,,same_meaning,yes,,natural,unnatural_or_imitated,negative,toxic_wording_with_toxic_meaning,yes,2026-05-15T22:20:27.668Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,92,unique,QT GOT DA CHEAPS GAS O N EXXON ON COCKRELL HILL 3.34,QuikTrip has the cheapest gas; the Exxon on Cockrell Hill is $3.34.,QuikTrip got the cheapest gas; the Exxon on Cockrell Hill $3.34.,,,meaning_changed,yes,,natural,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-15T22:22:18.774Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,93,unique,"well you should be SUPER HYPE , because you woke up #TU","Well, you should be very excited because you woke up feeling energized.","Well, you should be hyped 'cause you woke up feelin' energized.",,,meaning_changed,yes,,unnatural_or_noisy,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-15T22:24:58.190Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,94,unique,"If you text them, it means you miss them. If you wait for them to text you, then you're just waiting for them to miss you.","If you text them, it means you miss them. If you wait for them to text you, then you're just waiting for them to miss you.","If you text ’em, it mean you miss ’em. If you wait for ’em to text you, you just waiting for ’em to miss you.",,,same_meaning,yes,,unnatural_or_noisy,somewhat_natural,neutral,no_potentially_toxic_wording,yes,2026-05-15T22:27:08.746Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,95,unique,I was speaking in general by the way but if tha shoe fit then oh fucking well,"I was speaking in general, by the way, but if the shoe fits, then oh fucking well.","I was speakin in general by the way, but if the shoe fit, then oh fuckin well.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-15T22:33:12.202Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,96,unique,Eveeytime I like somebody I heard post on IG they say I heard u in Love with Jamal. Nawl bit yeen hear shxt u saw it lurking ass,"Every time I like someone and post on Instagram, people say, ""I heard you are in love with Jamal."" No, bitch, you didn't hear anything; you saw it, you lurking person.","Errtime I like somebody and post on the gram, they be like, ""I heard you in love with Jamal."" No, bitch, you ain't hear nothin; you seen it, you lurkin ass.",,,partly_same_meaning,yes,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-15T22:40:16.799Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,97,unique,Facebook make sum of da cutest girl look dumb as shit..,Facebook makes some of the cutest girls look as dumb as shit.,Facebook be makin some of the cutest girls look dumb as shit.,,,same_meaning,yes,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-15T22:40:32.272Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,98,unique,cause I didn't know if that was u or not u look different lol,"Because I did not know if that was you or not; you look different, lol.",Cause I ain't know if that was you or not; you look different lol.,,,same_meaning,yes,,natural,somewhat_natural,neutral,no_potentially_toxic_wording,yes,2026-05-15T22:41:07.082Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,99,unique,": Jimmy Butler is a star in the making.....and you aint eeeeen kno it"" said that a few weeks back...I agree","""Jimmy Butler is a star in the making... and you didn't even know it."" I said that a few weeks ago, and I agree.","""Jimmy Butler a star in the making... and you didn't even know it."" I said that a few weeks ago, and I agree.",,,same_meaning,yes,,natural,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-15T22:42:22.404Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,100,unique,S/o to the team Young Black Superstars Music Group! We out here makin moves! If u have any music needs what so ever get at me!,"Shout out to the team Young Black Superstars Music Group! We are out here making moves! If you have any music needs whatsoever, get in touch with me!","Shout out to the team Young Black Superstars Music Group! We out here makin moves! If you got any music needs whatsoever, holla at me!",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-15T22:45:18.332Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,101,unique,I was just hoping you could give her a Shout Out. Her name is Alexis !!!,I was just hoping you could give her a shout-out. Her name is Alexis!,I was just hopin you could give her a shout out. Her name Alexis!,,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-15T22:49:20.438Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,102,unique,It turned out to be just me and one girl. That's you,It turned out to be just me and one girl. That is you.,It ended up being just me and one girl. That’s you.,,,same_meaning,yes,,natural,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-15T22:50:13.489Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,103,unique,you and rihanna needs to have baby asap just say the condom slip and works all the time lol,"You and Rihanna need to have a baby ASAP. Just say the condom slipped; it works all the time, lol.","You and Rihanna need to have a baby ASAP. Just say the condom slipped; it work every time, lol.",,,partly_same_meaning,yes,"Could be referring to Rocky ASAP, Rhianna's current partner",unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-05-15T23:02:52.506Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,104,unique,"And if that pussy sweet then I'mma eat it till I get sugar diabetes"" #OVERDOSE","And if that pussy is sweet, then I am going to eat it until I get diabetes. #OVERDOSE","And if that pussy sweet, then imma eat it till I get diabetes. #OVERDOSE",,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-15T23:12:04.695Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,105,unique,I thought valentines day was Thursday but I c ppl sayin happy valentines day nd tomorrow Wednesday,"I thought Valentine's Day was Thursday, but I see people saying ""Happy Valentine's Day"" and tomorrow is Wednesday.","I thought Valentine's Day was Thursday, but I see folks sayin ""Happy Valentine's Day"" and tomorrow Wednesday.",,,same_meaning,yes,,unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-05-15T23:23:30.162Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,106,unique,Yu see a lot of shit on TWITTER INSTAGRAM FACEBOOK Nd Other Shit ...Nd Shit Just Be Crazy,"You see a lot of things on Twitter, Instagram, Facebook, and other platforms... and things are just crazy.","You see a lot of stuff on Twitter, Instagram, Facebook, and all that... and things just wild.",,,same_meaning,yes,,natural,natural,neutral,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-15T23:23:56.053Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,107,unique,I've never popped a pill in my life but I wanna try one to see how ima reaction idk I'm different,"I've never taken a pill in my life, but I want to try one to see how I will react. I don't know; I'm different.","I ain't never took a pill in my life, but I wanna try one to see how I'ma react. Ion know; I'm just different.",,,same_meaning,yes,,natural,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-16T01:33:26.091Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,108,unique,Has anybody seen lebron? Back 2 his disappearing acts I see,"Has anybody seen LeBron? Back to his disappearing acts, I see.","Anybody seen LeBron? Back to his disappearin acts, I see.",,,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:36:30.702Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,109,unique,I just want a perfect relationship how hard/much is that ?,I just want a perfect relationship; how hard or how much is that?,I just want a perfect relationship; how hard or how much that is?,,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-16T01:37:13.159Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,110,unique,All I can say Is your bitch ain't fuckin with me (((:,All I can say is that your girlfriend is not on my level (((:,All I can say is your girl ain't on my level (((:,,,same_meaning,no,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-16T01:39:25.838Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,111,unique,Closed my eyes for a sec and dozed off and woke up with 1 text message and 4 inboxes,"I closed my eyes for a second and dozed off, and I woke up to one text message and four direct messages.","I closed my eyes for a second and dozed off, and I woke up to one text and four DMs.",,,meaning_changed,no,Could mean their email inbox,unnatural_or_noisy,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-16T01:50:03.830Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,112,unique,I need a valentine... Will 1 of you be my valentine?,I need a valentine... Will one of you be my valentine?,I need a valentine... will one of y'all be my valentine?,,,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:52:42.006Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,113,unique,": Jeff teague quietly becoming a top 5 point guard"" he improved but he ain't there yet, he was in comp with Kyrie tonight though","""Jeff Teague is quietly becoming a top five point guard."" He has improved, but he isn't quite there yet; he was competitive with Kyrie tonight, though.","""Jeff Teague quietly becomin a top five point guard."" He improved, but he ain't quite there yet; he was holdin his own with Kyrie tonight though.",,,partly_same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:54:02.765Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,114,unique,"If you don't fight for what you want, don't cry for what you lost.","If you don't fight for what you want, don't cry for what you lost.","If you don't fight for what you want, don't be crying for what you lost.",,,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T01:58:17.252Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,115,unique,I know a couple youngins that then died before they grandma try play with hammers,I know a couple of young people who died before their grandmothers because they tried playing with guns.,I know some youngins that died before they grandmas cause they was tryna play with guns.,,,partly_same_meaning,yes,Referring to kids.,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T02:02:30.983Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,116,unique,Thanks But It Was The 19th Tho lol Just Didnt Have Time To Cut My Cake...,"Thanks, but it was the 19th, though lol. I just didn't have time to cut my cake...","Thanks, but it was the 19th doe lol. I just ain’t had time to cut my cake...",,,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T02:05:15.057Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,117,unique,My hair keep breaking off i just needa leave it tf alone,My hair keeps breaking off; I just need to leave it the fuck alone.,My hair keep breaking off; I just need to leave it the fuck alone.,,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-18T16:49:16.362Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,118,unique,"I know she gets all hope from me,so I don't never wanna see her mope for me","I know she gets all her hope from me, so I never want to see her mope for me.","I know she get all her hope from me, so I never wanna see her mope for me.",,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-16T02:18:21.709Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,119,unique,MESSAGE OF THE DAY: Lice is no ones friend... Take care of that...,MESSAGE OF THE DAY: Lice are no one's friend... Take care of that...,MESSAGE OF THE DAY: Lice ain't nobody friend... Handle that...,,,same_meaning,yes,,unnatural_or_noisy,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T02:19:25.020Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,120,unique,: No doubt Leo we are a team..you made my day..Happy Holidays to you and yours :-),"Without a doubt, Leo, we are a team. You made my day. Happy Holidays to you and yours. :-)","Facts, Leo, we a team. You made my day. Happy Holidays to you and yours. :-)",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T02:22:11.904Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,121,unique,"this chick said If you believe in ""No child left behind"", don't spit.."" O_O","This woman said, ""If you believe in 'No Child Left Behind,' don't spit."" O_O","This lady said, “If you believe in ‘No Child Left Behind,’ don’t spit.” O_O",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T02:28:58.243Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,122,unique,Mrs.smith told me I was gain weight in my face & stuff,Mrs. Smith told me I was gaining weight in my face and things like that.,Mrs. Smith told me I was gaining weight in my face and all that.,,,same_meaning,yes,,natural,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-16T02:40:00.824Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,123,unique,Stand on my own not who I stand next ta......... #500,"I stand on my own, not based on who I stand next to......... #500","I stand on my own, not based on who I’m standing next to......... #500",,,partly_same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T02:40:28.054Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,124,unique,I can tweet about the feelings that I have u and u still wouldn't care,"I can tweet about the feelings I have for you, and you still wouldn't care.",I can tweet 'bout the feelings I got for you and you still wouldn't care.,,,same_meaning,yes,,natural,somewhat_natural,negative,no_potentially_toxic_wording,yes,2026-05-16T02:40:47.205Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,125,unique,Whatever they gave amare before the game thank you caise he straight ballin #knicksvsbulls #Knicks,"Whatever they gave Amar'e before the game, thank you, because he is playing incredibly well. #knicksvsbulls #Knicks","Whatever they gave Amar'e before the game, thank you, cause he playing out his mind. #knicksvsbulls #Knicks",,,same_meaning,yes,,natural,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-16T02:43:35.644Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,126,unique,Ugly bitches irritating I swear ima mase her tf u ugly I'm cuite I throw hands with cuit bitches!!!,Unattractive women are irritating; I swear I am going to mace her. You are ugly and I am cute. I only fight with cute women.,Ugly women be irritatin; I swear I'm gon mace her. You ugly and I'm cute. I only fight with cute women.,,,partly_same_meaning,yes,Unactractive isnt the word,natural,unnatural_or_imitated,negative,toxic_wording_with_toxic_meaning,yes,2026-05-16T02:45:36.992Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,127,unique,she better or im going in on her mama! She been saying she gone bring her for 2 yrs now!,"She had better be here, or I am going to confront her mother! She has been saying she was going to bring her for two years now!",She better be here or I’m finna see her mama! She been sayin’ she was gonna bring her for two years now!,,,meaning_changed,yes,Might mean cuss out her mom s well,natural,natural,negative,no_potentially_toxic_wording,yes,2026-05-16T02:51:03.120Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,128,unique,Well I'm finnna Watch tv. Ha twitter Virgin Dry. *Waves Hand* #BaeTweet,"Well, I am about to watch TV. Her Twitter is very boring. *Waves hand* #BaeTweet","Well, I’m finna watch TV. Her Twitter dry as hell. *Waves hand* #BaeTweet",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T02:53:31.721Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,129,unique,That anti bullying commercial pisses me off I wish I could beat the shit out of them kids! You want to bully him Ima show you a bully!,That anti-bullying commercial pisses me off. I wish I could beat the shit out of those kids! You want to bully him? I'm going to show you a bully!,That anti-bullying commercial piss me off. I wish I could beat the shit out of them kids! You wanna bully him? I'm gon show you a bully!,,,same_meaning,yes,,natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-16T02:56:11.272Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,130,unique,and im over here starving like marvin ctfu : Just got finish eating again I'm so greedy yo,"And I’m over here starving like Marvin, laughing my head off. I just finished eating again; I’m so greedy.","And I’m over here starving like Marvin, laughing my head off. I just got done eating again; I be so greedy.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T02:58:20.939Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,131,unique,I want to know what kind of green lil wayne smoke cause whatever he smokes i want some of that,"I want to know what kind of marijuana Lil Wayne smokes, because I want some of whatever he smokes.","I wanna know what kind of gas Lil Wayne smoke, cause I want some of whatever he smoking.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T02:58:48.469Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,132,unique,Lawwd of Kelly perform Seems Like Tour Ready imma jump on that chair lol,"Lord, if Kelly performs ""Seems Like You're Ready,"" I'm going to jump on that chair, lol.","Lord, if Kelly sing ""Seems Like You're Ready,"" I'm finna jump on that chair lol.",,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-05-16T02:59:42.319Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,133,unique,I seen some dude pay a crackhead to take his pic...he was posing and all smh,"I saw some guy pay a crackhead to take his picture... he was posing and everything, shaking my head.","I seen some dude pay a crackhead to take his picture... he out here posing and everything, shakin my head.",,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-05-16T03:00:58.649Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,134,unique,Hoes Act Like Its So Hard To Keep They Legs Clothes Lmao Its Really Not,"Women act like it's so hard to keep their legs closed, lmao. It's really not.","Females be acting like it’s so hard to keep they legs closed, lmao. It really ain’t.",,,meaning_changed,yes,"Not referring to women generally. Specifically talking about prostitutes or ""Easy"" women.",natural,natural,negative,toxic_wording_with_toxic_meaning,yes,2026-05-16T03:02:00.534Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,135,unique,Welp waitin on Jojo to get off so me an stank can talk to him :),"Well, I’m waiting for Jojo to get off work so Stank and I can talk to him. :)","Well, I'm waitin for Jojo to get off work so me and Stank can talk to him. :)",,,meaning_changed,yes,stank not a name but probably a nickname,natural,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-05-16T03:06:24.479Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,136,unique,": ...... Umm Tryna Figure Out Why Did Kasia Only Retweet That One ????"" BECAUSE THERE'S OTHER PPLE DUHHHHH",": ...... Umm, I am trying to figure out why Kasia only retweeted that one? BECAUSE THERE ARE OTHER PEOPLE, DUH!","...... Umm, I'm tryna figure out why Kasia only retweeted that one? CAUSE THEY OTHER PEOPLE, DUH!",,,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-05-16T03:07:10.681Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,137,unique,Don't lead me on if you're not ready to go to the next level.,Do not lead me on if you are not ready to go to the next level.,Don’t lead me on if you ain’t ready to take it to the next level.,,,same_meaning,yes,,unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-05-16T03:07:47.711Z
annotator_2,yes,northeast_or_midatlantic,,very_familiar,name_ok,,138,unique,"hey, about to finally go to bed. Wyd up so late?","Hey, I am about to finally go to bed. What are you doing up so late?","Hey, I'm finna finally go to bed. Whatchu doin up so late?",,,same_meaning,yes,,natural,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-05-16T03:08:07.901Z
