annotator,aae_speaker_identity,regional_background,regional_background_notes,written_aae_familiarity,acknowledgement_consent,acknowledgement_name,item_index,sample_type,aae_text,sae_text,aae_back_text,special_mark,semantic_equivalence,sentiment_preservation,semantic_change_notes,original_naturalness,back_naturalness,sentiment,surface_toxicity,completed,last_updated
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,70,common,Ok I changed my mind! #SVU done got good Rawlings in her feelings deep!,"Okay, I changed my mind! #SVU has gotten really good! Rollins is deeply emotional!","Okay, I done changed my mind! #SVU done got real good! Rollins be deep in her feelings!",,meaning_changed,yes,Lack of context.,unnatural_or_noisy,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-04-24T20:36:17.414Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,71,common,Yhea cuh bt ii got yhu doe 2 cn play dhat game,"Yeah, man, but I’ve got you, though; two can play that game.","Yeah man, but I got you, though; two can play that game.",,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-04-24T20:38:04.259Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,72,common,I'm going to hallloweekend with Dajsha ima stay with mines for a minute that cheating shit played out,I'm going to Halloween weekend with Dajsha. I am going to stay with my partner for a long time; cheating is played out.,I’m going to Halloween weekend with Dajsha. I’ma stay with my partner for a long time; cheating played out.,,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-04-24T20:39:08.783Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,73,common,Goin to da movies who tryin to come...AMC in castleton,I am going to the movies. Who is trying to come? The AMC in Castleton.,I’m finna go to the movies. Who tryna come? The AMC in Castleton.,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-04-24T20:39:28.104Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,74,common,yeah. Im finn go to coneheads then go. You going? Or nahh?,Yeah. I'm about to go to Coneheads and then leave. Are you going? Or not?,Yeah. I’m bout to go to Coneheads and then leave. You goin or nah?,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-04-24T20:39:49.149Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,75,common,When bay was huggin on me last night he was singin How Deep is yo love,"When my baby was hugging me last night, he was singing ""How Deep Is Your Love.""","When my baby was hugging me last night, he was singing ""How Deep Is Your Love.""",,same_meaning,yes,,natural,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-04-24T20:41:01.992Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,76,common,i wanna text ...... about this but it would be a waste,"I want to text ...... about this, but it would be a waste.","I wanna text ...... bout this, but it’d be a waste.",,same_meaning,yes,,unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-04-24T20:41:37.500Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,77,common,"I had to cut alotta niggaz out my circle ,,, deze niggaz aint loyal",I had to cut a lot of people out of my circle; these people aren't loyal.,I had to cut a lot of people out my circle; these folks ain’t loyal.,,same_meaning,yes,,natural,unnatural_or_imitated,negative,no_potentially_toxic_wording,yes,2026-04-24T20:43:08.092Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,78,common,Im fucking her good she got her legs on my neck!,I’m fucking her well; she has her legs on my neck!,I’m fuckin her good; she got her legs on my neck!,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-04-24T20:44:10.064Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,79,common,ctfu smfh you already know !!!! And stupid KD was playing smh ughhh lol,"I am laughing so hard and shaking my head; you already know! And stupid KD was playing, shaking my head, ugh, laughing out loud.","I’m weak smh you already know! And goofy KD was playin, smh ugh lol.",,same_meaning,yes,,unnatural_or_noisy,natural,neutral,no_potentially_toxic_wording,yes,2026-04-24T20:46:30.243Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,80,common,"Me I'm no mobster, me I'm no gangster, me I'm no hit man, me I'm just me !","I’m not a mobster, I’m not a gangster, I’m not a hitman, I’m just me!","I ain’t no mobster, I ain’t no gangster, I ain’t no hitman, I’m just me!",,same_meaning,yes,,natural,natural,positive,potentially_toxic_wording_non_toxic_meaning,yes,2026-04-24T20:47:02.361Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,81,common,She know the words to almost every movie she done watch,She knows the words to almost every movie she has watched.,She know the words to almost every movie she done watched.,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-04-24T20:47:31.945Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,82,common,I got 100 nigga friends 0 bitches ion need no females around me I kno em too well !,I have 100 male friends and zero female friends; I do not need any women around me because I know them too well!,I got 100 male friends and zero female friends; I don't need no women around me cause I know 'em too well!,,same_meaning,yes,,natural,unnatural_or_imitated,neutral,toxic_wording_with_toxic_meaning,yes,2026-04-24T20:53:42.836Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,83,common,Dad wants me to try and go to school so I'll try,"My dad wants me to try to go to school, so I will try.","My dad want me to try to go to school, so imma try.",,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-04-24T20:56:59.764Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,84,common,I can't lie I am going to miss being with my whole family tomorrow,"I cannot lie, I am going to miss being with my whole family tomorrow.","I ain't gon lie, I'm really gonna miss being with my whole family tomorrow.",,same_meaning,yes,,somewhat_natural,natural,positive,no_potentially_toxic_wording,yes,2026-04-24T20:57:59.033Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,85,common,"If you're REALLY sisterly, hold your sister down with the deets on the D.","If you are truly a loyal friend, support your friend by sharing the details about the man.","If you really a loyal friend, support your friend by dropping the info on the man.",,meaning_changed,yes,sexual meaning nuance missing.,natural,somewhat_natural,positive,no_potentially_toxic_wording,yes,2026-04-24T20:59:15.311Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,86,common,Just washed my hair with this new shampoo ... it smell awesome n got my hair feeling good. Lol,I just washed my hair with this new shampoo... it smells awesome and has my hair feeling good. Lol,I just washed my hair with this new shampoo... it smell good and got my hair feeling good. Lol,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-04-24T21:01:56.495Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,87,common,I swear da hood ain't da same nomo since dem niggas killed Luh domo,"I swear, the neighborhood isn't the same anymore since those guys killed Little Domo.",I swear the hood ain't the same no more since them niggas killed Lil Domo.,,same_meaning,yes,,natural,natural,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-04-24T21:02:27.648Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,88,common,A unexpected morning text message... It's always nice to know when you're being thought of,An unexpected morning text message... It's always nice to know when you're being thought of.,An unexpected morning text... It’s always nice to know when you being thought of.,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,positive,no_potentially_toxic_wording,yes,2026-04-24T21:03:24.015Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,89,common,I Wish People Didnt Kno I Can Drive So They Can Stop Askin Me TO Take Them Places! Fuuuuck!!!!!,I wish people didn't know I can drive so they would stop asking me to take them places! Fuck!,I wish people didn’t know I can drive so they’d stop asking me to take ‘em places! Fuck!,,same_meaning,yes,,unnatural_or_noisy,unnatural_or_imitated,negative,potentially_toxic_wording_non_toxic_meaning,yes,2026-04-24T21:05:19.471Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,90,common,Ouuuuu child...the SUCS beating the sleeves off the falcons. ... Karma!!!! 7-9 worst defense is better than 2-14 worst team,Oh wow... the Buccaneers are soundly defeating the Falcons. Karma! A 7–9 record with the worst defense is better than being the worst team at 2–14.,Oh wow... the Bucs really beatin the Falcons. Karma! A 7–9 record with the worst defense better than bein the worst team at 2–14.,,same_meaning,yes,,natural,unnatural_or_imitated,neutral,no_potentially_toxic_wording,yes,2026-04-24T21:06:13.285Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,91,common,It Doesn't Even Feel Like Its Gonna Be A Whole New Year.,It doesn't even feel like it's going to be a whole new year.,It don't even feel like it's finna be a whole new year.,,same_meaning,yes,,unnatural_or_noisy,natural,positive,no_potentially_toxic_wording,yes,2026-04-24T21:06:44.094Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,92,common,#HonestyHour The Shit I Hold In I Don't Tell Shannon Sooo Yeah ! NuffSaid,#HonestyHour I don't tell Shannon the things I keep to myself. So yeah! Enough said.,#HonestyHour Ion tell Shannon the things I keep to myself. So yeah! Nuff said.,,same_meaning,yes,,natural,natural,neutral,potentially_toxic_wording_non_toxic_meaning,yes,2026-04-24T21:07:25.387Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,93,common,Nothing worse than people that are antisocial towards people that are trying to get know them for the first time smh,There is nothing worse than people who are antisocial toward those who are trying to get to know them for the first time. Shaking my head.,Ain't nothing worse than folks being antisocial toward people tryna get to know 'em for the first time. SMH.,,same_meaning,yes,,natural,unnatural_or_imitated,negative,no_potentially_toxic_wording,yes,2026-04-24T21:07:56.745Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,94,common,"I call everybody babe, u can tell ur little boos #noworries lol","I call everyone ""babe,"" so you can tell your romantic partners. No worries, lol.","I call everybody ""babe,"" so you can tell your partners. You good, lol.",,same_meaning,yes,,natural,somewhat_natural,positive,no_potentially_toxic_wording,yes,2026-04-24T21:08:33.114Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,95,common,He get to see da world again 2017 smh FREE HOUND!,He gets to see the world again in 2017. Shaking my head. Free Hound!,He get to see the world again in 2017. SMH. Free Hound!,,same_meaning,yes,,natural,natural,negative,no_potentially_toxic_wording,yes,2026-04-24T21:09:37.622Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,96,common,Work got me tired asl & that shower got me even more tired,Work has me tired as hell and that shower made me even more tired.,Work got me tired as hell and that shower made me even more tired.,,same_meaning,yes,,natural,unnatural_or_imitated,negative,no_potentially_toxic_wording,yes,2026-04-24T21:10:10.293Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,97,common,I only listen to Tonjai and Amp so idk how everyone else raps #Blam,"I only listen to Tonjai and Amp, so I don't know how everyone else raps. #Blam","I only listen to Tonjai and Amp, so ion know how everybody else rap. #Blam",,same_meaning,yes,,natural,natural,neutral,no_potentially_toxic_wording,yes,2026-04-24T21:10:59.296Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,98,common,"I think I got WAY too much twos, knew I would pass those 8 tho","I think I have way too many twos; I knew I would pass those eight, though.","I think I got way too many twos; I knew I was gon pass them eight, tho.",,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-04-24T21:12:08.227Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,99,common,"' Ima senior! only two things on my mind, graduation and my Bebbyyy!",I am a senior! Only two things are on my mind: graduation and my baby!,I’m a senior! Only two things on my mind: graduation and my baby!,,same_meaning,yes,,natural,natural,positive,no_potentially_toxic_wording,yes,2026-04-24T21:15:03.576Z
annotator_2_common,yes,northeast_or_midatlantic,,very_familiar,name_ok,,100,common,I swear ugly is the frist thing a bitch quick to call lol do better cum harder,"I swear, the first thing women are quick to call someone is ""ugly."" LOL. Do better and try harder.","I swear, the first thing women be quick to call somebody is ""ugly."" LOL. Do better and try harder.",,meaning_changed,yes,Sexual meaning lost.,natural,natural,negative,no_potentially_toxic_wording,yes,2026-04-24T21:17:56.277Z
